-1.649620587264835365e-03,8.084074373484351206e-03,1.605565962001609392e-02,1.294117647058828750e-02,-8.618036318867377740e-03,-2.217668561634898641e-03,-8.965929468021433327e-03,1.507300989166275411e-02
-1.321877065433003798e-03,-6.014434643143629425e-03,2.633658151172015537e-03,-7.798241247718698012e-03,-9.779571561626863863e-03,4.303764067381699900e-03,-6.031363088057986772e-03,-3.248259860788876244e-03
2.283256121773664243e-02,3.630496167809595196e-03,4.465458366167631213e-03,8.862876254180621430e-03,2.194701363850142146e-03,-2.072248054328199984e-03,-1.456310679611648277e-02,8.845437616387397117e-03
3.882238757683629908e-03,-1.929260450160773591e-02,1.281380753138061830e-02,1.309464611304490649e-02,-1.298295010167367820e-02,-5.127350110166195313e-04,-1.847290640394012905e-03,-6.460544531610547606e-03
2.223654527876241238e-02,4.098360655737705305e-02,1.290988897495591809e-03,-3.599476439790557595e-03,-2.377179080824088839e-02,9.836647790969418881e-03,1.645075056549419844e-03,2.786809103576345318e-03
2.711223203026480108e-02,3.149606299212671240e-03,1.856627127385247072e-02,-2.348111658456485465e-02,1.623376623376646469e-03,1.090933450598159660e-02,2.463559843974490703e-03,7.410838351088473719e-03
1.565377532228376736e-02,-1.098901098901103324e-02,1.367088607594934592e-02,1.933748108289891701e-02,1.458670988654721260e-03,1.169623964276491832e-02,7.782101167315228114e-03,5.517241379310390374e-03
-2.326987005137513137e-02,-1.904761904761906668e-02,-9.990009990009777498e-04,-7.043879907621240777e-02,-4.207800614986211517e-03,-9.065067669810956269e-03,-9.957325746799470731e-03,-1.600365797896668649e-02
2.475247524752422369e-03,8.090614886731219580e-04,-8.500000000000085612e-03,-1.863354037267088426e-02,1.300178774581477225e-03,1.578872255564023330e-03,-1.087848932676521198e-02,-4.182156133828989798e-03
-3.703703703703624915e-03,1.455133387227174578e-02,1.386787695411004391e-02,3.074141048824624318e-03,1.022561272520698845e-02,3.803718524829107894e-03,1.452583523552610292e-02,1.586560895940269944e-02
-1.920693928128875544e-02,-2.390438247011957701e-02,-2.735637901019632567e-03,-2.037137191274554504e-02,-5.784061696658088052e-03,-9.098964216767412364e-03,-4.908979341378645785e-03,-2.250803858520893097e-02
5.053695514845235430e-03,9.795918367346875821e-03,4.987531172069718625e-03,-1.417004048583001691e-02,-2.262443438914036025e-03,-2.515723270440192358e-04,0.000000000000000000e+00,8.458646616541339036e-03
7.228158390948990347e-03,1.535974130962015211e-02,7.196029776675093650e-03,9.706925518013871310e-03,6.478781988986047000e-03,7.926648087694958614e-03,1.315519013360741223e-02,1.491146318732526968e-02
