,step,Opt_val,Eval_val,Loss_val,Violations,A_norm,Test_val,Violation_val,Violation_train,mu,lam,alpha,alphagrad,dfnorm,gradnorm
11,11,-34700.523938443715,-34607.845121039405,-34608.036190106825,0.0006349206669256091,11.01102875404675,-34700.523938443715,0.12754292824031851,0.12647321438970088,11.268250301319698,178.61102176576355,-0.02215859293937683,tensor(7642.8252),2198.0245732055882,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
12,12,-34709.60271097223,-34617.46975330807,-34617.649493888995,0.0019047620007768273,11.011299072794767,-34709.60271097223,0.10769941787198367,0.10672429673274575,11.380932804332895,184.32091797510833,-0.01795661263167858,tensor(7642.8252),1951.5582056254082,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
13,13,-34718.02532294757,-34625.7907073993,-34626.09645145116,0.0057142856530845165,11.011575214234462,-34718.02532294757,0.09290175222080985,0.09129190736353225,11.494742132376224,189.91227816012523,-0.013543521985411644,tensor(7642.8252),1579.2804534137776,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
14,14,-34725.71378208375,-34632.25063820453,-34633.12527346522,0.008888889104127884,11.011847877948492,-34725.71378208375,0.08501924634420303,0.08054453278689844,11.609689553699987,195.43601364763384,-0.008915177546441555,tensor(7642.8252),1310.2253383804004,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
15,15,-34732.700547226734,-34637.30338697074,-34639.480785213345,0.012698412872850895,11.012110920463973,-34732.700547226734,0.08124585297071192,0.07041088226265775,11.725786449236987,200.8973379533854,-0.004073593765497208,tensor(7642.8252),1051.0394574782467,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
16,16,-34739.00474409696,-34640.88036922453,-34644.273587864736,0.013333333656191826,11.012359432808184,-34739.00474409696,0.08165996131194059,0.06522383589551214,11.843044313729356,206.35245330419104,0.0009755073115229607,tensor(7642.8252),329.021114296234,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
17,17,-34743.87779832347,-34638.891140424275,-34643.11606987052,0.013333333656191826,11.012556302327337,-34743.87779832347,0.10155476021940014,0.08164223575931004,11.96147475686665,212.05656364565223,0.0048512346111238,tensor(7642.8252),354.9271649211569,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
18,18,-34747.71342153997,-34636.770435331404,-34641.5843572593,0.013968254439532757,11.012709116111957,-34747.71342153997,0.11567644159143928,0.09360362730801534,12.081089504435317,217.96079097359487,0.007784639485180378,tensor(7642.8252),369.350005165873,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
19,19,-34750.79331121438,-34634.570447208454,-34639.90657274906,0.013968254439532757,11.012825103952878,-34750.79331121438,0.12557297496958456,0.10176867918521583,12.20190039947967,224.02270329735376,0.009960454888641834,tensor(7642.8252),386.50473176951465,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
20,20,-34753.30596277002,-34632.423999829094,-34638.154804923084,0.013968254439532757,11.01291040188964,-34753.30596277002,0.13189227558089084,0.10701478109970143,12.323919403474468,230.2092471573963,0.011525444686412811,tensor(7642.8252),420.7831924709461,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
21,21,-34755.38533623749,-34630.44873085198,-34636.44680288683,0.013968254439532757,11.012970101692202,-34755.38533623749,0.13504624034518833,0.10970016053706248,12.447158597509214,236.49075085579307,0.012596922926604748,tensor(7642.8252),439.36589932459304,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
22,22,-34757.13253657673,-34628.70614420883,-34634.85299449611,0.013968254439532757,11.013008570497501,-34757.13253657673,0.13550377801848684,0.11020797509889133,12.571630183484306,242.84139043956299,0.0132686672732234,tensor(7642.8252),459.87155423697084,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
23,23,-34758.62167390506,-34627.245810503315,-34633.428665775704,0.013968254439532757,11.013029363801708,-34758.62167390506,0.1336238122447797,0.10883230418110429,12.69734648531915,249.23824199313802,0.013615643605589867,tensor(7642.8252),481.9604126704755,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
24,24,-34759.90720979972,-34626.02341858515,-34632.15168611862,0.013968254439532757,11.013035346727634,-34759.90720979972,0.1300163266161064,0.10606055921734593,12.824319950172342,255.66386825607503,0.013697790913283825,tensor(7642.8252),503.196722281352,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
25,25,-34761.0316376825,-34625.08688108985,-34631.068985557926,0.013968254439532757,11.013028900538803,-34761.0316376825,0.12482420665720799,0.10201334882042186,12.952563149674065,262.1018480606056,0.013563035055994987,tensor(7642.8252),526.3373137470084,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
26,26,-34762.02606373105,-34624.40311624361,-34630.193201056994,0.013968254439532757,11.013011896582901,-34762.02606373105,0.11843318710711136,0.0968828575290182,13.082088781170805,268.53775465074074,0.013249709270894527,tensor(7642.8252),550.4911809428547,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
27,27,-34762.913756160495,-34623.95118769938,-34629.516042512456,0.013333333656191826,11.012985823769302,-34762.913756160495,0.11111543413753201,0.09088635811158124,13.212909668982514,274.95957356902204,0.012788481079041958,tensor(7642.8252),561.9731162465756,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
28,28,-34763.71324701115,-34623.81301333758,-34629.04529075215,0.013333333656191826,11.012952219353652,-34763.71324701115,0.102730379980957,0.08414188199275283,13.345038765672339,281.35649652276345,0.012202731333673,tensor(7642.8252),553.1943615995701,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
29,29,-34764.44152714623,-34623.88480920991,-34628.7104534775,0.013333333656191826,11.012912492200384,-34764.44152714623,0.0937856277405173,0.07702026777725318,13.478489153329063,287.7223504882623,0.011511130258440971,tensor(7642.8252),578.121733525922,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
30,30,-34765.10784633344,-34624.219198482526,-34628.56153613625,0.013333333656191826,11.012867252812761,-34765.10784633344,0.0841778097510956,0.06941542779490614,13.613274044862354,294.0493612402013,0.010729802772402763,tensor(7642.8252),589.0284757096208,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
31,31,-34765.719689139834,-34624.82340912522,-34628.566301263374,0.013333333656191826,11.012817377045405,-34765.719689139834,0.07395871260165174,0.0614997104909409,13.749406785310978,300.33188327073907,0.009870435111224651,tensor(7642.8252),575.3134475744216,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
32,32,-34766.27753176357,-34625.6080812326,-34628.58787204723,0.012698412872850895,11.012764188769529,-34766.27753176357,0.06346319846980468,0.05374556257399965,13.886900853164088,306.57061558759875,0.008939814753830433,tensor(7642.8252),585.6523171262567,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
33,33,-34766.78408782323,-34626.43878754948,-34628.68485395748,0.012063492089509964,11.012708178598894,-34766.78408782323,0.05314048038437375,0.04596027054107089,14.025769861695728,312.7636216490528,0.007945844903588295,tensor(7642.8252),575.8053582446367,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
34,34,-34767.246326320994,-34627.313199632525,-34628.799415358895,0.012063492089509964,11.012650287612933,-34767.246326320994,0.04300805296047112,0.03834825837056489,14.166027560312687,318.9117934402335,0.006893507204949856,tensor(7642.8252),517.4470189024918,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
35,35,-34767.68660121861,-34627.70159378707,-34628.911996761984,0.009523809887468815,11.012592509403849,-34767.68660121861,0.03474803144950611,0.03102421955832609,14.307687835915814,325.017694413659,0.005784020759165287,tensor(7642.8252),527.9856927032557,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
36,36,-34768.11402181281,-34628.10227521967,-34628.910621117575,0.009523809887468815,11.012534604329351,-34768.11402181281,0.02677300417360528,0.02433165606042408,14.450764714274973,331.08889928746873,0.004623692017048597,tensor(7642.8252),359.6243558582097,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
37,37,-34768.574607323506,-34628.12397209795,-34628.70604555318,0.006984127219766378,11.012481008371974,-34768.574607323506,0.020352170492011656,0.018625722285176886,14.595272361417722,337.13836110355527,0.003404981456696987,tensor(7642.8252),321.3991343225484,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
38,38,-34769.08294175493,-34627.87368296548,-34628.396735337155,0.0063492064364254475,11.012431832798839,-34769.08294175493,0.01511655581982126,0.013592448177356366,14.7412250850319,343.17485553132934,0.0021314045879989862,tensor(7642.8252),232.65854135176454,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
39,39,-34769.650302370625,-34627.37538187887,-34627.84095086936,0.0038095240015536547,11.012388477035897,-34769.650302370625,0.010957053142237593,0.009623896571060837,14.888637335882219,349.2132135908912,0.0008013255428522825,tensor(7642.8252),145.37705800045455,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
40,40,-34770.28431081226,-34625.23635470409,-34625.79093393485,0.0038095240015536547,11.012352103500888,-34770.28431081226,0.011742452129794613,0.010181716200307228,15.037523709241041,355.32026040520736,-0.0005868225125595927,tensor(7642.8252),1148.1386526298545,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
41,41,-34772.09115174053,-34625.93792626003,-34626.4801384144,0.0038095240015536547,11.012359454503272,-34772.09115174053,0.007808976991571623,0.006308838582027468,15.187898946333451,361.4301391986588,0.000340211670845747,tensor(7642.8252),79.23929791043193,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
42,42,-34773.7299875245,-34625.198240254096,-34625.70266311903,0.0031746032182127237,11.012365609618797,-34773.7299875245,0.007467195950139929,0.006095021058269238,15.339777935796786,367.597869341101,0.0007387674413621426,tensor(7642.8252),69.65356145529056,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
43,43,-34775.24029611931,-34624.401521069216,-34624.8699882286,0.0031746032182127237,11.01237211607976,-34775.24029611931,0.006882116925749857,0.005628960447592883,15.493175715154754,373.8201275186952,0.0007040178752504289,tensor(7642.8252),66.5079670917229,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
44,44,-34776.64569833709,-34623.5504605179,-34624.02453120888,0.0025396826677024364,11.012378654524591,-34776.64569833709,0.006124561514859718,0.004877343895849365,15.648107472306302,380.09296335075874,0.00031663887784816325,tensor(7642.8252),64.39842422369057,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
45,45,-34777.96489934932,-34621.95456882856,-34622.447550917175,0.0025396826677024364,11.01238497231708,-34777.96489934932,0.0070425538558990764,0.005766893379817765,15.804588547029365,386.44244730707,-0.00035887761623598635,tensor(7642.8252),1135.4060293456782,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
46,46,-34780.289711826066,-34621.86936578127,-34622.37191069758,0.0025396826677024364,11.012426117904402,-34780.289711826066,0.006565406285572778,0.005286203631966015,15.962634432499659,392.84782899926074,0.001028835540637374,tensor(7642.8252),63.946573038617,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
47,47,-34782.32583970589,-34621.00236656634,-34621.517302965105,0.0025396826677024364,11.012459648153616,-34782.32583970589,0.007281227121831526,0.005991754686982176,16.122260776824657,399.3285269619381,0.0017611237708479166,tensor(7642.8252),66.50759442796975,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
48,48,-34784.13158017685,-34620.09167718858,-34620.621626668595,0.0025396826677024364,11.012486741337236,-34784.13158017685,0.007438222699232615,0.006132564460807209,16.283483384592902,405.8763020761358,0.001962838461622596,tensor(7642.8252),70.39681310859092,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
49,49,-34785.75369802753,-34619.15699371197,-34619.70419229094,0.0025396826677024364,11.012508386818961,-34785.75369802753,0.007136666369177732,0.0058101086173143815,16.44631821843883,412.4843042371057,0.001733795739710331,tensor(7642.8252),75.75090819255809,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
50,50,-34787.22770667287,-34618.21196504602,-34618.77842856362,0.0025396826677024364,11.012525378329281,-34787.22770667287,0.006457191977651669,0.005105759744587907,16.610781400623218,419.1468024739876,0.0011537909740582108,tensor(7642.8252),81.64729152289621,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
51,51,-34788.58220042258,-34617.26767648173,-34617.85522003554,0.0025396826677024364,11.01253837959979,-34788.58220042258,0.005464392936613013,0.004084763076806779,16.77688921462945,425.85896614077905,0.0002866078866645694,tensor(7642.8252),86.5129196996579,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
52,52,-34789.84285227998,-34614.20178068556,-34614.81103558902,0.0025396826677024364,11.012547977350271,-34789.84285227998,0.0091421800265888,0.007734186014260317,16.944658106775744,432.6994774085574,-0.0008167744381353259,tensor(7642.8252),940.889558422015,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
53,53,-34792.105359623216,-34615.133156029995,-34615.7536475828,0.0025396826677024364,11.012587523959823,-34792.105359623216,0.0057717540187415955,0.004360144541928206,17.1141046878435,439.5512218098268,0.0007689669728279114,tensor(7642.8252),101.9437680620127,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
54,54,-34794.07843464956,-34613.96995062557,-34614.60458859145,0.0025396826677024364,11.012617862171952,-34794.07843464956,0.006537900896670638,0.005116528420684894,17.285245734721936,446.48442848799414,0.001614753738977015,tensor(7642.8252),110.63819345832508,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
55,55,-34795.82251136479,-34612.8271221841,-34613.47925864243,0.0025396826677024364,11.012640499780204,-34795.82251136479,0.006657305203766226,0.005219301294118607,17.458098192069155,453.4887436873153,0.0018619077745825052,tensor(7642.8252),119.40274896307601,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
