,step,Opt_val,Eval_val,Loss_val,Violations,A_norm,Test_val,Violation_val,Violation_train,mu,lam,alpha,alphagrad,dfnorm,gradnorm
56,56,-34797.38444185332,-34611.71499060636,-34612.387610951875,0.0025396826677024364,11.012656674113025,-34797.38444185332,0.006247855665202176,0.004787441801957393,17.632679173989846,460.55556259321037,0.0016234179493039846,tensor(7642.8252),127.62812306116098,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
57,57,-34798.80157790411,-34610.64146478395,-34611.33721084025,0.0025396826677024364,11.012667407583946,-34798.80157790411,0.005404120699604062,0.003916501006616178,17.809005965729746,467.6776926685406,0.0009896154515445232,tensor(7642.8252),135.39318438901282,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
58,58,-34800.103926710515,-34609.61289040302,-34610.31953665895,0.0025396826677024364,11.012673542597936,-34800.103926710515,0.00420192352556814,0.0027138176087039014,17.987096025387043,474.8496254488158,3.271194873377681e-05,tensor(7642.8252),115.86627559842783,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
59,59,-34801.31740430293,-34605.06562021534,-34605.80468520306,0.0019047620007768273,11.012676488999306,-34801.31740430293,0.010107043936956073,0.008574389716022684,18.166966985640915,482.19869223015183,-0.0011915809009224176,tensor(7642.8252),722.8549349557766,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
60,60,-34803.478205502404,-34607.00632946761,-34607.786089869325,0.0019047620007768273,11.012704703670583,-34803.478205502404,0.004369798226940428,0.0027769238979756467,18.348636655497323,489.51592730918435,0.0005777713377028704,tensor(7642.8252),132.7038407971754,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
61,61,-34805.37104305254,-34605.54449822654,-34606.365384898294,0.0019047620007768273,11.012724816035917,-34805.37104305254,0.005136379844595774,0.0034844786039735062,18.532123022052296,496.91931740322144,0.001520313322544098,tensor(7642.8252),114.68103325608006,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
62,62,-34807.05125340689,-34604.164462309476,-34605.02375738681,0.0019047620007768273,11.012738880107726,-34807.05125340689,0.005227186042521309,0.0035236323135702844,18.71744425227282,504.3974669995619,0.0017921512480825186,tensor(7642.8252),122.46288059373627,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
63,63,-34808.56353790857,-34602.86660619176,-34603.752702821024,0.0019047620007768273,11.012747852204654,-34808.56353790857,0.0047673526966576195,0.0030365514768417676,18.90461869479555,511.941281183458,0.0015201692003756762,tensor(7642.8252),101.91055439770317,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
64,64,-34809.9421493876,-34601.62012467695,-34602.5264958255,0.0012698413338512182,11.012753273844277,-34809.9421493876,0.003913344761216978,0.0021688492893279427,19.093664881743504,519.5441299301974,0.0008036440121941268,tensor(7642.8252),52.37963784826898,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
65,65,-34811.214260657645,-34599.71587398141,-34600.67169416136,0.0012698413338512182,11.01275720176101,-34811.214260657645,0.004084131926155445,0.0022712647965099165,19.284601530560938,527.2249626517771,-0.0002803236129693687,tensor(7642.8252),586.233529616241,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
66,66,-34813.3880496355,-34598.70078884836,-34599.679935887376,0.0012698413338512182,11.012784568707639,-34813.3880496355,0.00421418896134622,0.0023840158760841785,19.477447545866546,534.9847780602142,0.001259888056665659,tensor(7642.8252),37.68006198368378,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
67,67,-34815.28853441986,-34597.10599260599,-34598.10705967451,0.0012698413338512182,11.012806431916964,-34815.28853441986,0.004845837038547211,0.003001749273015601,19.67222202132521,542.8342234925718,0.0019638659432530403,tensor(7642.8252),43.18565020046532,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
68,68,-34816.971592493996,-34595.612944470115,-34596.63989971403,0.0012698413338512182,11.012823661111158,-34816.971592493996,0.004813754614308217,0.0029492057336613334,19.868944241538465,550.761129731081,0.001991107128560543,tensor(7642.8252),48.98625793352687,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
69,69,-34818.48111364114,-34594.216996221214,-34595.27329839593,0.0012698413338512182,11.012836973227776,-34818.48111364114,0.004241866784480311,0.002351474998464596,20.06763368395385,558.7554287533263,0.001469132723286748,tensor(7642.8252),54.41817443000432,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
70,70,-34819.852662142555,-34592.91462837433,-34594.00332827539,0.0012698413338512182,11.012846964727173,-34819.852662142555,0.0032293578888818873,0.0013086696563544722,20.26831002079339,566.8087441301849,0.0004998930962756276,tensor(7642.8252),59.88826741766056,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
71,71,-34821.113991738945,-34588.52070034058,-34589.64462679965,0.0012698413338512182,11.01285412539942,-34821.113991738945,0.007388508487784573,0.005434010183340446,20.470993121001325,575.0262063415544,-0.0008351098513230681,tensor(7642.8252),453.6340536517056,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
72,72,-34823.37038878835,-34589.42944645311,-34590.56864866205,0.0012698413338512182,11.01287903982664,-34823.37038878835,0.003931003609287535,0.001977890507250969,20.67570305221134,583.255092972923,0.001362674287520349,tensor(7642.8252),73.31493866732795,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
73,73,-34825.33573160067,-34587.416182950474,-34588.57688288576,0.0012698413338512182,11.012897736205248,-34825.33573160067,0.005009408556568791,0.0030474698567028702,20.882460082733452,591.5883827756253,0.0025450531393289566,tensor(7642.8252),80.9617946473088,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
74,74,-34827.069754458236,-34585.595316826766,-34586.77261139602,0.0012698413338512182,11.01291122139347,-34827.069754458236,0.0052808377159027555,0.0033187819879412685,21.091284683560787,600.0106711411051,0.002906880108639598,tensor(7642.8252),53.394647978183144,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
75,75,-34828.617749324345,-34583.94400373404,-34585.13256729224,0.0012698413338512182,11.012921242760054,-34828.617749324345,0.004900865001393736,0.002947693177081356,21.302197530396395,608.5093556504871,0.0026014104951173067,tensor(7642.8252),59.2132447623793,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
76,76,-34830.01714664568,-34582.44676821648,-34583.6512566733,0.0012698413338512182,11.01292832075198,-34830.01714664568,0.003990545139081692,0.0020386746417320935,21.515219505700358,617.073662912564,0.0017536766827106476,tensor(7642.8252),64.58473714163433,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
77,77,-34831.2979346983,-34581.091161002434,-34582.31536815668,0.0012698413338512182,11.012932887435523,-34831.2979346983,0.0026467405117659454,0.0006902493211680453,21.730371700757363,625.6946015805028,0.00046363985165953636,tensor(7642.8252),69.61638856872699,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
78,78,-34832.48431360949,-34574.872741167426,-34576.11991219117,0.0012698413338512182,11.012935299002908,-34832.48431360949,0.008818679350072915,0.006853259431789731,21.947675417764938,634.5356741356202,-0.0011887873988598585,tensor(7642.8252),262.231445984429,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
79,79,-34834.86924890433,-34577.34958189614,-34578.57287085675,0.0012698413338512182,11.01295018238781,-34834.86924890433,0.00303036531589813,0.0011289598473020247,22.167152171942586,643.3395223470144,0.0010903459042310715,tensor(7642.8252),82.91982650823775,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
80,80,-34836.938964334324,-34575.18611731939,-34576.34545713494,0.0012698413338512182,11.012960473195683,-34836.938964334324,0.004053134074684379,0.0022757593542337418,22.38882369366201,652.2568303197035,0.0022757593542337418,tensor(7642.8252),14.850583079457623,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
81,81,-34838.75009264142,-34573.2621295111,-34574.355648592245,0.0012698413338512182,11.012968908475395,-34838.75009264142,0.00422545221815184,0.0025718333199620247,22.612711930598632,661.2699401199384,0.0025718333199620247,tensor(7642.8252),20.26895192782493,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
82,82,-34840.35571855991,-34571.553329945105,-34572.599219845426,0.0012698413338512182,11.012975679197812,-34840.35571855991,0.0037075644001889575,0.002147422404959798,22.838839049904617,670.3635839364146,0.002147422404959798,tensor(7642.8252),25.33900241412728,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
83,83,-34841.79828686606,-34570.04014212405,-34571.05277668968,0.0012698413338512182,11.012980957407233,-34841.79828686606,0.0026277019805798574,0.0011375300819054246,23.067227440403663,679.5250994228314,0.0011375300819054246,tensor(7642.8252),30.21208200795575,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
84,84,-34843.111598375624,-34567.12953773344,-34568.120125424015,0.0012698413338512182,11.012984893495041,-34843.111598375624,0.003377858700152072,0.0019397510754430593,23.2978997148077,688.7967350782279,-0.000349908834323287,tensor(7642.8252),336.13040521927115,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
85,85,-34843.37471309072,-34564.72520996988,-34565.71075093362,0.0012698413338512182,11.01298576844175,-34843.37471309072,0.0018147912582183953,0.0004031280965951028,23.530878711955776,698.1252870021177,-7.858677417971194e-05,tensor(7642.8252),340.74124246722755,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
86,86,-34843.74374025399,-34561.26517572761,-34562.23326826097,0.0012698413338512182,11.012987006952203,-34843.74374025399,0.0019022771578810131,0.0005340767093002796,23.766187499075333,707.5502057811694,0.0005340767093002796,tensor(7642.8252),37.12989133636446,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
87,87,-34844.055052160795,-34557.49366295934,-34558.44998028251,0.0012698413338512182,11.01298794888749,-34844.055052160795,0.0022870513437624126,0.0009534524870105088,24.003849374066085,717.0793407113773,0.0009534524870105088,tensor(7642.8252),38.223648952946775,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
88,88,-34844.32019831985,-34553.734269971676,-34554.68358323984,0.0012698413338512182,11.012988650231245,-34844.32019831985,0.002523533270656541,0.0012172451242804527,24.243887867806748,726.7100990296183,0.0012172451242804527,tensor(7642.8252),39.185385567033144,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
89,89,-34844.54841692789,-34549.980347462086,-34550.926559420805,0.0012698413338512182,11.01298915624976,-34844.54841692789,0.0026404261091011703,0.0013556082267314196,24.486326746484817,736.4405193905825,0.0013556082267314196,tensor(7642.8252),40.08378354153776,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
90,90,-34844.74708489426,-34546.226383645066,-34547.17269507861,0.0012698413338512182,11.012989503519483,-34844.74708489426,0.0026606848274475783,0.0013926547253504395,24.731190013949664,746.2691510878263,0.0013926547253504395,tensor(7642.8252),40.78032468175355,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
91,91,-34844.76458745344,-34542.27081956784,-34543.22873340263,0.0012698413338512182,11.012989525332284,-34844.76458745344,0.002654882944932703,0.0013881557388231158,24.97850191408916,756.195957836752,0.0013881557388231158,tensor(7642.8252),40.85875192682768,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
92,92,-34844.78019683919,-34538.2786214653,-34539.24846937858,0.0012698413338512182,11.012989536789862,-34844.78019683919,0.002642722099594828,0.001376994652673602,25.228286933230052,766.2217538659552,0.001376994652673602,tensor(7642.8252),40.90483206533354,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
93,93,-34844.794291998216,-34534.249122131856,-34535.23120053203,0.0012698413338512182,11.012989539946755,-34844.794291998216,0.0026253761417067475,0.0013604034902527928,25.480569802562353,776.3473892888443,0.0013604034902527928,tensor(7642.8252),40.94332855659009,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
94,94,-34844.80717616082,-34530.18170496836,-34531.176282008964,0.0012698413338512182,11.01298953644892,-34844.80717616082,0.0026037834347019057,0.0013393671251833439,25.735375500587978,786.5737450473937,0.0013393671251833439,tensor(7642.8252),41.00952945908944,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
95,95,-34844.81909115985,-34526.0757946256,-34527.083115899426,0.0012698413338512182,11.012989527613467,-34844.81909115985,0.0025786935352411556,0.0013146722922101617,25.992729255593858,796.9017288327291,0.0013146722922101617,tensor(7642.8252),41.05009611988446,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
96,96,-34844.830230989945,-34521.93085049821,-34522.95114366572,0.0012698413338512182,11.012989514496097,-34844.830230989945,0.002550705145967589,0.001286947401240468,26.252656548149798,807.3322718103333,0.001286947401240468,tensor(7642.8252),41.08869364132181,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
97,97,-34844.84075081744,-34517.74635897489,-34518.77983752333,0.0012698413338512182,11.01298949794088,-34844.84075081744,0.0025202962806970958,0.001256694202311337,26.515183113631295,817.8663259908725,0.001256694202311337,tensor(7642.8252),41.13566685982415,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
98,98,-34844.85077444786,-34513.521828872494,-34514.56869516997,0.0012698413338512182,11.012989478624279,-34844.85077444786,0.002487848221699095,0.0012243129312992096,26.78033494476761,828.5048621178868,0.0012243129312992096,tensor(7642.8252),41.146209186638956,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
99,99,-34844.86040186524,-34509.25678713901,-34510.31723491437,0.0012698413338512182,11.012989457088267,-34844.86040186524,0.002453665158895098,0.0011901229154318571,27.048138294215285,839.2488679860945,0.0011901229154318571,tensor(7642.8252),41.20076309999103,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
100,100,-34844.869711946005,-34504.95077400973,-34506.024990364676,0.0012698413338512182,11.012989433765986,-34844.869711946005,0.0024179892586608893,0.0011543784057721496,27.31861967715744,850.0993470905438,0.0011543784057721496,tensor(7642.8252),41.2306838064132,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
101,101,-34844.878768319206,-34500.603341133195,-34501.69150818882,0.0012698413338512182,11.012989409005195,-34844.878768319206,0.002381013332569636,0.001117281848564744,27.591805873929015,861.0573175592999,0.001117281848564744,tensor(7642.8252),41.26663389024143,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
102,102,-34844.887621740025,-34496.214048460235,-34497.31634469514,0.0012698413338512182,11.012989383083957,-34844.887621740025,0.0023428904717477605,0.0010789940133690834,27.867723932668305,872.1238113022275,0.0010789940133690834,tensor(7642.8252),41.29835228451035,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
103,103,-34844.896312877114,-34491.782462856994,-34492.89906419389,0.0012698413338512182,11.012989356225436,-34844.896312877114,0.0023037421533769822,0.0010396424913778901,28.146401171994988,883.2998733452332,0.0010396424913778901,tensor(7642.8252),41.307498853929225,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
104,104,-34844.90487478482,-34487.308155837156,-34488.43923654185,0.0012698413338512182,11.012989328608338,-34844.90487478482,0.002263664453453526,0.000999328214675188,28.42786518371494,894.5865613068639,0.000999328214675188,tensor(7642.8252),41.35347234016917,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
105,105,-34844.91333305096,-34482.79070125576,-34483.93643464923,0.0012698413338512182,11.012989300375398,-34844.91333305096,0.0022227333041209846,0.0009581309859640896,28.712143835552087,905.9849449988473,0.0009581309859640896,tensor(7642.8252),41.38562892703567,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
106,106,-34844.92170844543,-34478.22967612427,-34479.390235186394,0.0012698413338512182,11.012989271640945,-34844.92170844543,0.002181008163423693,0.0009161133202724159,28.999265273907607,917.4961061104894,0.0009161133202724159,tensor(7642.8252),41.39736646667023,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
107,107,-34844.93001805137,-34473.624658008135,-34474.80021587321,0.0012698413338512182,11.012989242497415,-34844.93001805137,0.0021385356268084125,0.0008733242284506559,29.289257926646684,929.1211379810235,0.0008733242284506559,tensor(7642.8252),41.44839021397023,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
108,108,-34844.93827461619,-34468.97522474031,-34470.16595508438,0.0012698413338512182,11.012989213016704,-34844.93827461619,0.0020953518491067377,0.0008298017783090472,29.58215050591315,940.8611454299951,0.0008298017783090472,tensor(7642.8252),41.49146467431363,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
109,109,-34844.94648842328,-34464.28095316565,-34465.48703055675,0.0012698413338512182,11.01298918325674,-34844.94648842328,0.0020514845604936213,0.0007855751900933683,29.877972010972282,952.7172446358674,0.0007855751900933683,tensor(7642.8252),41.50940199888263,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
110,110,-34844.95466846787,-34459.541420935086,-34460.76302109586,0.0012698413338512182,11.012989153265893,-34844.95466846787,0.002006954884381958,0.000740666757337749,30.176751731082007,964.6905630609015,0.000740666757337749,tensor(7642.8252),41.555558654218984,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
111,111,-34844.96282104042,-34454.756202498065,-34455.99350255191,0.0012698413338512182,11.012989123081608,-34844.96282104042,0.0019617785128614746,0.0006950930692255497,30.47851924839283,976.7822394043143,0.0006950930692255497,tensor(7642.8252),41.56538359551009,"tensor([[  2.1982,   3.1031,   6.0370,   8.3439],
        [ -2.0681,  -3.7030,  -7.3652, -11.2251],
        [  6.9549,   9.9180,  18.8034,  26.2224],
        [  9.7592,  14.0515,  27.0665,  36.1878]], dtype=torch.float64)"
