,Opt_val,Eval_val,Loss_val,Eps,Test_val,Violations,Violation_val,Violation_train
0,-35311.55309263412,-28792.1370235435,-29155.81607397224,0.01,-35311.55309263412,0.2926984131336212,5.0785480641785,4.837025819376554
1,-35256.07866713139,-30940.920783050744,-31117.82673271941,0.08666666666666667,-35256.07866713139,0.2653968036174774,3.54929147029013,3.4190620476403484
2,-35200.604207621305,-32461.889154044195,-32551.19524205976,0.16333333333333336,-35200.604207621305,0.16634917259216309,2.3408320073243325,2.2688390431102703
3,-35145.129781482545,-33339.35497126695,-33407.41033564425,0.24000000000000005,-35145.129781482545,0.14031744003295898,1.5668545962286695,1.5083758072423838
4,-35089.65531588288,-34124.04977758084,-34159.970425073516,0.3166666666666667,-35089.65531588288,0.1257142573595047,0.8230083188418249,0.7900733598875419
5,-35034.180884186055,-34777.71363868459,-34787.23432779881,0.39333333333333337,-35034.180884186055,0.07428570836782455,0.15326020734245782,0.14397047522177364
6,-34978.70642555704,-34855.33863706152,-34857.54351199173,0.4700000000000001,-34978.70642555704,0.013333333656191826,0.022616052174585607,0.020437650672267046
7,-34923.23202024118,-34812.27167516774,-34814.215646047276,0.5466666666666667,-34923.23202024118,0.006984127219766378,0.010351471206992731,0.008428535324006947
8,-34867.757537433456,-34761.47317140098,-34763.39886965838,0.6233333333333334,-34867.757537433456,0.0031746032182127237,0.005725470768140168,0.0038197393555041283
9,-34812.283095258,-34708.03557295772,-34710.35432136115,0.7000000000000001,-34812.283095258,0.0025396826677024364,0.003709735334541977,0.0014145270765166
10,-34756.80865180966,-34653.93289274425,-34655.90396794079,0.7766666666666667,-34756.80865180966,0.0012698413338512182,0.002351961360328017,0.0004006676604651972
11,-34701.33420443484,-34599.289182838,-34600.819665209776,0.8533333333333334,-34701.33420443484,0.0012698413338512182,0.0015296070363476795,1.4393771963479688e-05
12,-34645.85977117658,-34544.645428899814,-34545.359769671566,0.9300000000000003,-34645.85977117658,0.0012698413338512182,0.0007072433287032161,0.0
13,-34590.38533674297,-34489.77536037077,-34489.88533523795,1.0066666666666668,-34590.38533674297,0.0006349206669256091,0.00010888542016551746,0.0
14,-34534.910892593565,-34434.41089108855,-34434.41089108855,1.0833333333333335,-34534.910892593565,0.0,0.0,0.0
15,-34479.43643930469,-34378.936437799675,-34378.936437799675,1.1600000000000001,-34479.43643930469,0.0,0.0,0.0
16,-34423.961986657276,-34323.46198515226,-34323.46198515226,1.2366666666666668,-34423.961986657276,0.0,0.0,0.0
17,-34368.48754091375,-34267.987539408736,-34267.987539408736,1.3133333333333335,-34368.48754091375,0.0,0.0,0.0
18,-34313.013097492396,-34212.51309598738,-34212.51309598738,1.3900000000000001,-34313.013097492396,0.0,0.0,0.0
19,-34257.53865069145,-34157.038649186434,-34157.038649186434,1.4666666666666668,-34257.53865069145,0.0,0.0,0.0
20,-34202.064234702775,-34101.56423319776,-34101.56423319776,1.5433333333333334,-34202.064234702775,0.0,0.0,0.0
21,-34146.5897972829,-34046.08979577788,-34046.08979577788,1.62,-34146.5897972829,0.0,0.0,0.0
22,-34091.11536210805,-33990.615360603035,-33990.615360603035,1.6966666666666665,-34091.11536210805,0.0,0.0,0.0
23,-34035.64087221582,-33935.140870710806,-33935.140870710806,1.7733333333333332,-34035.64087221582,0.0,0.0,0.0
24,-33980.1664359973,-33879.66643449228,-33879.66643449228,1.8500000000000003,-33980.1664359973,0.0,0.0,0.0
25,-33924.69200234225,-33824.19200083723,-33824.19200083723,1.9266666666666667,-33924.69200234225,0.0,0.0,0.0
26,-33869.21760955786,-33768.717608052844,-33768.717608052844,2.0033333333333334,-33869.21760955786,0.0,0.0,0.0
27,-33813.74310475849,-33713.24310325347,-33713.24310325347,2.08,-33813.74310475849,0.0,0.0,0.0
28,-33758.26865205245,-33657.768650547434,-33657.768650547434,2.1566666666666667,-33758.26865205245,0.0,0.0,0.0
29,-33702.794212374916,-33602.2942108699,-33602.2942108699,2.2333333333333334,-33702.794212374916,0.0,0.0,0.0
30,-33647.31976104516,-33546.81975954014,-33546.81975954014,2.31,-33647.31976104516,0.0,0.0,0.0
31,-33591.84533002809,-33491.34532852307,-33491.34532852307,2.3866666666666667,-33591.84533002809,0.0,0.0,0.0
32,-33536.37089061061,-33435.870889105594,-33435.870889105594,2.4633333333333334,-33536.37089061061,0.0,0.0,0.0
33,-33480.8964456388,-33380.39644413378,-33380.39644413378,2.54,-33480.8964456388,0.0,0.0,0.0
34,-33425.42198448942,-33324.9219829844,-33324.9219829844,2.6166666666666667,-33425.42198448942,0.0,0.0,0.0
35,-33369.947537133165,-33269.44753562815,-33269.44753562815,2.6933333333333334,-33369.947537133165,0.0,0.0,0.0
36,-33314.4731705384,-33213.97316903338,-33213.97316903338,2.77,-33314.4731705384,0.0,0.0,0.0
37,-33258.998741946496,-33158.49874044148,-33158.49874044148,2.8466666666666667,-33258.998741946496,0.0,0.0,0.0
38,-33203.52431057582,-33103.0243090708,-33103.0243090708,2.9233333333333333,-33203.52431057582,0.0,0.0,0.0
39,-33148.04974975223,-33047.54974824721,-33047.54974824721,3.0,-33148.04974975223,0.0,0.0,0.0
