,step,Opt_val,Eval_val,Loss_val,Violations,A_norm,Violation_val,Violation_train,Test_val,Eps_vals,mu,lam,alpha,alphagrad,dfnorm,gradnorm
10,10,-34755.91501868593,-34687.85952468044,-34688.04708112475,0.0012698413338512182,0.777901683440871,0.04126286162984036,0.04006563767031508,-34755.91501868593,0.777901683440871,11.156683466653167,156.6528354742468,0.03993846848607063,tensor(5354.9434),449.23410457541036,"tensor(434.2741, dtype=torch.float64)"
11,11,-34767.526239248094,-34697.54671949585,-34697.7639396035,0.0019047620007768273,0.7618547712712777,0.0398285733942134,0.038483993202955855,-34767.526239248094,0.7618547712712777,11.268250301319698,161.5448625916063,0.03828999400138855,tensor(5354.9434),431.8349046686048,"tensor(434.2741, dtype=torch.float64)"
12,12,-34778.22552595335,-34706.53238718935,-34706.78348612349,0.0019047620007768273,0.747068257540748,0.03713269405583964,0.03562424884567513,-34778.22552595335,0.747068257540748,11.380932804332895,166.45358566492374,0.0353626050055027,tensor(5354.9434),414.69123738369115,"tensor(434.2741, dtype=torch.float64)"
13,13,-34788.109375673615,-34714.90290772955,-34715.18625700758,0.0019047620007768273,0.7334086067452611,0.033380225637415065,0.031726852139939296,-34788.109375673615,0.7334086067452611,11.494742132376224,171.36703995895454,0.03136320412158966,tensor(5354.9434),397.7868449989266,"tensor(434.2741, dtype=torch.float64)"
14,14,-34797.25947364071,-34722.72514561875,-34723.041197111976,0.0019047620007768273,0.7207629110021704,0.028773761792693052,0.026980921719971247,-34797.25947364071,0.7207629110021704,11.609689553699987,176.27507554956992,0.026464520022273064,tensor(5354.9434),382.0501309733659,"tensor(434.2741, dtype=torch.float64)"
15,15,-34805.74904996455,-34730.04857071463,-34730.41861135202,0.0019047620007768273,0.7090301884315202,0.02353792490202219,0.021495536699954496,-34805.74904996455,0.7090301884315202,11.725786449236987,181.16850787892656,0.020805206149816513,tensor(5354.9434),366.968230360458,"tensor(434.2741, dtype=torch.float64)"
16,16,-34813.641696522165,-34736.95176822744,-34737.354114541435,0.0025396826677024364,0.6981223923827228,0.017661966191190544,0.01549943300997581,-34813.641696522165,0.6981223923827228,11.843044313729356,186.04056550018058,0.01449674367904663,tensor(5354.9434),352.6887464240888,"tensor(434.2741, dtype=torch.float64)"
17,17,-34820.993885569784,-34743.48082831646,-34743.898258408924,0.0025396826677024364,0.6879615548971065,0.011262502516488089,0.009075839390274863,-34820.993885569784,0.6879615548971065,11.96147475686665,190.88526879375564,0.0076446919701993465,tensor(5354.9434),339.60396898032394,"tensor(434.2741, dtype=torch.float64)"
18,18,-34827.85712857737,-34749.657582604465,-34750.108219412075,0.0025396826677024364,0.6784764794433512,0.0045402805216792205,0.002237710925100332,-34827.85712857737,0.6784764794433512,12.081089504435317,195.69662501924606,0.00031883642077445984,tensor(5354.9434),327.9751496591368,"tensor(434.2741, dtype=torch.float64)"
19,19,-34834.27932726802,-34745.6720661592,-34746.148873866325,0.0025396826677024364,0.6696009139113266,0.04662163712172653,0.04425037939946986,-34834.27932726802,0.6696009139113266,12.20190039947967,201.0636536151504,-0.007424263749271631,tensor(5354.9434),1123.0517988502722,"tensor(434.2741, dtype=torch.float64)"
20,20,-34842.83932961549,-34757.94812654204,-34758.40661017961,0.0025396826677024364,0.65777074001788,0.016935824613427772,0.014711660393959592,-34842.83932961549,0.65777074001788,12.323919403474468,206.12392398978034,-0.0021315068006515503,tensor(5354.9434),1120.991905205048,"tensor(434.2741, dtype=torch.float64)"
21,21,-34852.86039216673,-34765.57195894311,-34765.98315659132,0.0031746032182127237,0.6439215607029511,0.01824607287468541,0.016299725878901057,-34852.86039216673,0.6439215607029511,12.447158597509214,211.25436825920042,0.013870267197489738,tensor(5354.9434),303.83286337353144,"tensor(434.2741, dtype=torch.float64)"
22,22,-34861.45823283218,-34769.734960146605,-34770.11581378224,0.0031746032182127237,0.6320390855835547,0.02876801455771285,0.027009528137813606,-34861.45823283218,0.6320390855835547,12.571630183484306,216.56942357857935,0.024639619514346123,tensor(5354.9434),294.5702168490811,"tensor(434.2741, dtype=torch.float64)"
23,23,-34868.936767958636,-34773.49029599033,-34773.848463559756,0.0031746032182127237,0.6217036138591008,0.035222203725509146,0.033609059639441094,-34868.936767958636,0.6217036138591008,12.69734648531915,222.02059632057478,0.03117191046476364,tensor(5354.9434),280.98413257835125,"tensor(434.2741, dtype=torch.float64)"
24,24,-34875.510132039235,-34776.962979541306,-34777.3005289623,0.0038095240015536547,0.6126191125721822,0.03836986309517637,0.03688663343979058,-34875.510132039235,0.6126191125721822,12.824319950172342,227.56789728016443,0.03425271809101105,tensor(5354.9434),271.15863623900395,"tensor(434.2741, dtype=torch.float64)"
25,25,-34881.350411831125,-34780.252497731395,-34780.57766159169,0.005079365335404873,0.604547803364118,0.038827818861322125,0.03743338270423919,-34881.350411831125,0.604547803364118,12.952563149674065,233.17768293684978,0.034528378397226334,tensor(5354.9434),263.5315317627714,"tensor(434.2741, dtype=torch.float64)"
26,26,-34886.59430309178,-34783.43781794805,-34783.74935492995,0.005079365335404873,0.5973006102068048,0.037088207075155706,0.035783780760086224,-34886.59430309178,0.5973006102068048,13.082088781170805,238.8221998767485,0.032505959272384644,tensor(5354.9434),257.58313671810754,"tensor(434.2741, dtype=torch.float64)"
27,27,-34891.35118001732,-34786.57818518215,-34786.87977659539,0.005079365335404873,0.5907265450194877,0.03355874173062905,0.03232516830777959,-34891.35118001732,0.5907265450194877,13.212909668982514,244.47791611088547,0.02861100062727928,tensor(5354.9434),251.06455996440837,"tensor(434.2741, dtype=torch.float64)"
28,28,-34895.70391735741,-34789.69106049979,-34790.00970838107,0.005079365335404873,0.5847109574445598,0.028664076731663747,0.027390164965332864,-34895.70391735741,0.5847109574445598,13.345038765672339,250.12498375398394,0.023164086043834686,tensor(5354.9434),244.73272685796348,"tensor(434.2741, dtype=torch.float64)"
29,29,-34899.71763397904,-34792.74669607787,-34793.158769502814,0.005079365335404873,0.5791639132022409,0.022898975583063925,0.02128778966200342,-34899.71763397904,0.5791639132022409,13.478489153329063,255.74708563852778,0.016432352364063263,tensor(5354.9434),241.19068555150196,"tensor(434.2741, dtype=torch.float64)"
30,30,-34903.4500170137,-34795.836081437854,-34796.3269117831,0.005079365335404873,0.5740057023333339,0.01621763337824458,0.014339535665607077,-34903.4500170137,0.5740057023333339,13.613274044862354,261.33175657579204,0.008651874028146267,tensor(5354.9434),237.50363947242786,"tensor(434.2741, dtype=torch.float64)"
31,31,-34906.945879673665,-34798.98792591825,-34799.52266935501,0.005079365335404873,0.5691743630787609,0.00875512252965249,0.006751457213199591,-34906.945879673665,0.5691743630787609,13.749406785310978,266.86897563098245,2.4345703423023224e-05,tensor(5354.9434),233.0551662694407,"tensor(434.2741, dtype=torch.float64)"
32,32,-34910.23883722231,-34785.28645176346,-34785.915139946024,0.005079365335404873,0.5646234992338628,0.0627010785202122,0.06040000379063533,-34910.23883722231,0.5646234992338628,13.886900853164088,273.1992025670586,-0.009320446290075779,tensor(5354.9434),971.5857993536347,"tensor(434.2741, dtype=torch.float64)"
33,33,-34915.0362672283,-34800.35073910347,-34800.909946591324,0.0063492064364254475,0.5579932867273899,0.015401561561005882,0.013396902582205513,-34915.0362672283,0.5579932867273899,14.025769861695728,278.9400043662228,-0.001025943085551262,tensor(5354.9434),981.5125230109884,"tensor(434.2741, dtype=torch.float64)"
34,34,-34920.95248705746,-34799.88604333314,-34800.33345071728,0.0063492064364254475,0.5498169882475407,0.02938785040920709,0.027817732680840472,-34920.95248705746,0.5498169882475407,14.166027560312687,284.94047742755674,0.0216878280043602,tensor(5354.9434),216.00204433517558,"tensor(434.2741, dtype=torch.float64)"
35,35,-34926.0231243235,-34798.161158347924,-34798.48201767114,0.006984127219766378,0.5428092938325232,0.0438354395214708,0.04273366334424226,-34926.0231243235,0.5428092938325232,14.307687835915814,291.21225470436946,0.03726271912455559,tensor(5354.9434),207.49974171054234,"tensor(434.2741, dtype=torch.float64)"
36,36,-34930.420506083465,-34797.023309303026,-34797.26866578431,0.006984127219766378,0.5367320216503199,0.053033626745468965,0.052209420535858954,-34930.420506083465,0.5367320216503199,14.450764714274973,297.6823259298569,0.046983081847429276,tensor(5354.9434),202.2521533787822,"tensor(434.2741, dtype=torch.float64)"
37,37,-34934.281866991645,-34796.471479653665,-34796.683174299054,0.007619048003107309,0.5313955763725693,0.05785624420619832,0.057160552298251774,-34934.281866991645,0.5313955763725693,14.595272361417722,304.28864550776694,0.051946353167295456,tensor(5354.9434),197.4104426587359,"tensor(434.2741, dtype=torch.float64)"
38,38,-34937.71270108999,-34796.47003856201,-34796.6769743374,0.008253968320786953,0.5266541035741127,0.059118007905374984,0.058452586913412465,-34937.71270108999,0.5266541035741127,14.7412250850319,310.97988587856474,0.053041521459817886,tensor(5354.9434),193.08146166018253,"tensor(434.2741, dtype=torch.float64)"
39,39,-34940.79523451538,-34796.9812769737,-34797.20558670066,0.008888889104127884,0.5223939725694166,0.057493524474578415,0.05678752344663611,-34940.79523451538,0.5223939725694166,14.888637335882219,317.7134935777259,0.05099214240908623,tensor(5354.9434),189.47652530193798,"tensor(434.2741, dtype=torch.float64)"
40,40,-34943.594572450056,-34797.98170347513,-34798.22200844836,0.008888889104127884,0.518525228161769,0.053496247228392003,0.052755616545333915,-34943.594572450056,0.518525228161769,15.037523709241041,324.4544077542531,0.04637722671031952,tensor(5354.9434),185.57435238656717,"tensor(434.2741, dtype=torch.float64)"
41,41,-34946.16080576605,-34799.35927919639,-34799.68896987771,0.008888889104127884,0.5149786277749515,0.0478094880453718,0.04681398766276111,-34946.16080576605,0.5149786277749515,15.187898946333451,331.17338368735244,0.039674218744039536,tensor(5354.9434),182.47213280140465,"tensor(434.2741, dtype=torch.float64)"
42,42,-34948.534735216126,-34801.08948264456,-34801.54017085163,0.009523809887468815,0.5116978669639191,0.0407659140204189,0.03943195480785934,-34948.534735216126,0.5116978669639191,15.339777935796786,337.84743181076396,0.03128043934702873,tensor(5354.9434),182.98833138985387,"tensor(434.2741, dtype=torch.float64)"
43,43,-34950.75500549187,-34803.08900725464,-34803.74652140525,0.009523809887468815,0.5086293638098419,0.03282594004598764,0.03091718205831865,-34950.75500549187,0.5086293638098419,15.493175715154754,344.4576056922579,0.021515849977731705,tensor(5354.9434),179.19197424427972,"tensor(434.2741, dtype=torch.float64)"
44,44,-34952.844141215486,-34805.39090275907,-34806.19029990692,0.009523809887468815,0.5057421878046409,0.024030085982923027,0.02175266310489886,-34952.844141215486,0.5057421878046409,15.648107472306302,350.9918938100766,0.010653267614543438,tensor(5354.9434),177.10855871078795,"tensor(434.2741, dtype=torch.float64)"
45,45,-34954.82298017283,-34805.44308828104,-34806.250570926575,0.009523809887468815,0.5030074266832997,0.021630785836806096,0.019372547607136012,-34954.82298017283,0.5030074266832997,15.804588547029365,357.55428050596794,-0.0010564401745796204,tensor(5354.9434),1102.090550906631,"tensor(434.2741, dtype=torch.float64)"
46,46,-34958.38000223467,-34804.982248543405,-34805.79514489249,0.009523809887468815,0.49809149552027904,0.02502698653080901,0.02279531220346661,-34958.38000223467,0.49809149552027904,15.962634432499659,364.2363864549566,0.010578705929219723,tensor(5354.9434),166.7954837522829,"tensor(434.2741, dtype=torch.float64)"
47,47,-34961.47053702843,-34803.06169871778,-34803.860505690944,0.009523809887468815,0.49382031665411047,0.03083923069951012,0.028686672275454742,-34961.47053702843,0.49382031665411047,16.122260776824657,371.07935509057444,0.01686115749180317,tensor(5354.9434),163.550510583484,"tensor(434.2741, dtype=torch.float64)"
48,48,-34964.18950525494,-34802.013344044295,-34802.801309042356,0.010158730670809746,0.490062655007081,0.03296673782763696,0.030882411203650796,-34964.18950525494,0.490062655007081,16.283483384592902,378.0261536881467,0.018788902088999748,tensor(5354.9434),160.9916660262914,"tensor(434.2741, dtype=torch.float64)"
49,49,-34966.6112400061,-34801.6984572557,-34802.52466061551,0.010793650522828102,0.48671577526435766,0.032223438177003925,0.03007771618295448,-34966.6112400061,0.48671577526435766,16.44631821843883,385.02931703369546,0.017158877104520798,tensor(5354.9434),156.60215882630382,"tensor(434.2741, dtype=torch.float64)"
50,50,-34968.79026206447,-34802.02482261141,-34802.90063622105,0.010793650522828102,0.4837043277705139,0.029189911567596014,0.026956089460741,-34968.79026206447,0.4837043277705139,16.610781400623218,392.05117274626707,0.01267276518046856,tensor(5354.9434),147.8896457076662,"tensor(434.2741, dtype=torch.float64)"
51,51,-34970.76190510776,-34802.87788360533,-34803.734863858466,0.011428571306169033,0.4809794953415717,0.024403941449733076,0.022256568064752343,-34970.76190510776,0.4809794953415717,16.77688921462945,399.0651842933681,0.005976507905870676,tensor(5354.9434),143.8796067762135,"tensor(434.2741, dtype=torch.float64)"
52,52,-34972.56180503121,-34797.406055240295,-34798.228680215376,0.012063492089509964,0.4784919878892297,0.03493869690749294,0.03291424790451704,-34972.56180503121,0.4784919878892297,16.944658106775744,406.3281386698968,-0.002492781262844801,tensor(5354.9434),1109.8096048036073,"tensor(434.2741, dtype=torch.float64)"
53,53,-34975.80225906668,-34798.330911822195,-34799.280667834406,0.012698412872850895,0.4740136242740213,0.03286170471029139,0.030565630217991854,-34975.80225906668,0.4740136242740213,17.1141046878435,413.6239260664691,0.014840541407465935,tensor(5354.9434),137.11764509903335,"tensor(434.2741, dtype=torch.float64)"
54,54,-34978.57074590467,-34793.95742097433,-34794.97928252743,0.013333333656191826,0.4701875114945304,0.04228444845763575,0.039858217798582,-34978.57074590467,0.4701875114945304,17.285245734721936,421.1517056536823,0.025481373071670532,tensor(5354.9434),139.38838656531823,"tensor(434.2741, dtype=torch.float64)"
55,55,-34980.97355100776,-34790.91606023531,-34791.99798787491,0.014603176154196262,0.46686679281281457,0.047176744046481,0.0446539417413082,-34980.97355100776,0.46686679281281457,17.458098192069155,428.83765830359357,0.03053123503923416,tensor(5354.9434),134.9559275575959,"tensor(434.2741, dtype=torch.float64)"
56,56,-34983.08184401233,-34789.08053544773,-34790.223673438915,0.01587301678955555,0.46395312202312805,0.04829789676868227,0.04567987102483873,-34983.08184401233,0.46395312202312805,17.632679173989846,436.6183812541739,0.031063279137015343,tensor(5354.9434),130.74817372072204,"tensor(434.2741, dtype=torch.float64)"
57,57,-34984.951093871336,-34788.2870458378,-34789.450317932904,0.016507936641573906,0.4613697589420757,0.0464016691620477,0.043784437206751896,-34984.951093871336,0.4613697589420757,17.809005965729746,444.44348985785024,0.027935901656746864,tensor(5354.9434),121.32874151174614,"tensor(434.2741, dtype=torch.float64)"
58,58,-34986.61670695604,-34788.273391742754,-34789.43592939084,0.017777778208255768,0.4590678557088565,0.04235300524451627,0.03978271654110277,-34986.61670695604,0.4590678557088565,17.987096025387043,452.27558288035556,0.021949000656604767,tensor(5354.9434),114.32892759983267,"tensor(434.2741, dtype=torch.float64)"
59,59,-34986.766656382766,-34785.20164551179,-34786.37863694621,0.017777778208255768,0.4588606217749412,0.041787461974289855,0.03922989167696781,-34986.766656382766,0.4588606217749412,18.166966985640915,460.1760531191695,0.021128807216882706,tensor(5354.9434),112.11674645690255,"tensor(434.2741, dtype=torch.float64)"
60,60,-34986.903586753375,-34782.15914683225,-34783.35014930862,0.017777778208255768,0.45867138102062693,0.04108593272830876,0.03854195874647571,-34986.903586753375,0.45867138102062693,18.348636655497323,468.14303040553506,0.02012934722006321,tensor(5354.9434),109.81456441715818,"tensor(434.2741, dtype=torch.float64)"
61,61,-34987.02975358769,-34779.14098945856,-34780.34508468035,0.017777778208255768,0.4584970144392472,0.04027231149130288,0.03774375269469946,-34987.02975358769,0.4584970144392472,18.532123022052296,476.17503147194395,0.01898251101374626,tensor(5354.9434),108.26374928227241,"tensor(434.2741, dtype=torch.float64)"
62,62,-34987.14707562299,-34776.14074505874,-34777.35861846345,0.017777778208255768,0.4583348724106365,0.03937109012260427,0.03685635139233084,-34987.14707562299,0.4583348724106365,18.71744425227282,484.2709071189115,0.01771383173763752,tensor(5354.9434),107.10994432705574,"tensor(434.2741, dtype=torch.float64)"
63,63,-34987.25714516464,-34773.136834466546,-34774.3885337374,0.018412699922919273,0.4581827544853854,0.03843502026987869,0.035893258936038897,-34987.25714516464,0.4581827544853854,18.90461869479555,492.42971489298833,0.01634170673787594,tensor(5354.9434),105.52602860651879,"tensor(434.2741, dtype=torch.float64)"
64,64,-34987.36116845163,-34770.14379407887,-34771.42640195467,0.018412699922919273,0.4580389924256235,0.03744036345523785,0.034878606812845624,-34987.36116845163,0.4580389924256235,19.093664881743504,500.6509291333091,0.014882891438901424,tensor(5354.9434),101.20146316303683,"tensor(434.2741, dtype=torch.float64)"
65,65,-34987.37102373078,-34766.59255429351,-34767.89691673335,0.018412699922919273,0.45802537227062057,0.03733568181783389,0.03477296691727425,-34987.37102373078,0.45802537227062057,19.284601530560938,508.95233846326886,0.014730107970535755,tensor(5354.9434),100.28843526491528,"tensor(434.2741, dtype=torch.float64)"
66,66,-34987.38042981253,-34763.009760978945,-34764.33608444163,0.018412699922919273,0.4580123729161519,0.03722635762626683,0.03466271699711501,-34987.38042981253,0.4580123729161519,19.477447545866546,517.3346357607492,0.014571203850209713,tensor(5354.9434),99.28992362913993,"tensor(434.2741, dtype=torch.float64)"
67,67,-34987.389461335166,-34759.395070298524,-34760.743566478195,0.018412699922919273,0.45799989121020046,0.03711288016342156,0.03454833869619401,-34987.389461335166,0.45799989121020046,19.67222202132521,525.7985282338477,0.014406799338757992,tensor(5354.9434),98.36142712803226,"tensor(434.2741, dtype=torch.float64)"
68,68,-34987.39817906888,-34755.74815730444,-34757.119043065,0.018412699922919273,0.4579878431668412,0.036995638895174494,0.03443021449271295,-34987.39817906888,0.4579878431668412,19.868944241538465,534.3447358661203,0.014237385243177414,tensor(5354.9434),97.7382478183662,"tensor(434.2741, dtype=torch.float64)"
69,69,-34987.40663626145,-34752.06871545116,-34753.46221325177,0.018412699922919273,0.457976155196243,0.03687494489852737,0.0343086481727964,-34987.40663626145,0.457976155196243,20.06763368395385,542.9739901802836,0.01406334713101387,tensor(5354.9434),96.65620843019433,"tensor(434.2741, dtype=torch.float64)"
70,70,-34987.41486852186,-34748.356489416255,-34749.772790690135,0.018412699922919273,0.45796477805284797,0.03675095935553627,0.034183860501590495,-34987.41486852186,0.45796477805284797,20.26831002079339,551.6870328443144,0.01388498768210411,tensor(5354.9434),95.69793469374235,"tensor(434.2741, dtype=torch.float64)"
71,71,-34987.415672309435,-34744.539851082365,-34745.97878190056,0.018412699922919273,0.4579636671977399,0.03673824430330073,0.03417107652568454,-34987.415672309435,0.4579636671977399,20.470993121001325,560.4869468253986,0.013866743072867393,tensor(5354.9434),94.86840529657005,"tensor(434.2741, dtype=torch.float64)"
72,72,-34987.416459304484,-34740.68545480327,-34742.14724072367,0.018412699922919273,0.4579625795502024,0.03672523891950495,0.034158003779752116,-34987.416459304484,0.4579625795502024,20.67570305221134,569.3745923342016,0.013848108239471912,tensor(5354.9434),94.04530684137293,"tensor(434.2741, dtype=torch.float64)"
73,73,-34987.41723161586,-34736.79292970652,-34738.27779860166,0.018412699922919273,0.45796151219576375,0.03671195440970437,0.03414465328477917,-34987.41723161586,0.45796151219576375,20.882460082733452,578.3508382672229,0.013829097151756287,tensor(5354.9434),93.30489380800327,"tensor(434.2741, dtype=torch.float64)"
74,74,-34987.41799105612,-34732.86190208318,-34734.37008415099,0.018412699922919273,0.457960462629424,0.036698399805193294,0.03413103391376032,-34987.41799105612,0.457960462629424,21.091284683560787,587.4165622536028,0.013809720985591412,tensor(5354.9434),92.57277252304038,"tensor(434.2741, dtype=torch.float64)"
75,75,-34987.4187390879,-34728.891995458995,-34730.42372323404,0.018412699922919273,0.4579594288297847,0.036684581264984646,0.03411715169828351,-34987.4187390879,0.4579594288297847,21.302197530396395,596.5726506860879,0.013789987191557884,tensor(5354.9434),91.94622928817901,"tensor(434.2741, dtype=torch.float64)"
76,76,-34987.419477041556,-34724.882830450144,-34726.43833882528,0.018412699922919273,0.4579584089582916,0.03667050286153045,0.034103010595199754,-34987.419477041556,0.4579584089582916,21.515219505700358,605.8199987663265,0.013769900426268578,tensor(5354.9434),91.37674247859235,"tensor(434.2741, dtype=torch.float64)"
77,77,-34987.42020606791,-34720.83402447534,-34722.41355070982,0.018412699922919273,0.4579574014244313,0.036656168571705096,0.03408861448199077,-34987.42020606791,0.4579574014244313,21.730371700757363,615.1595105918319,0.013749465346336365,tensor(5354.9434),90.68414461830463,"tensor(434.2741, dtype=torch.float64)"
78,78,-34987.42092690084,-34716.74519058579,-34718.34897432193,0.018412699922919273,0.45795640521397785,0.03664158080394926,0.03407396570323478,-34987.42092690084,0.45795640521397785,21.947675417764938,624.592099212185,0.01372868474572897,tensor(5354.9434),90.12391290061981,"tensor(434.2741, dtype=torch.float64)"
79,79,-34987.421640328335,-34712.61592768119,-34714.24422334931,0.018412699922919273,0.4579554192379342,0.03662675951420694,0.0340590646164711,-34987.421640328335,0.4579554192379342,22.167152171942586,634.118686674526,0.013707558624446392,tensor(5354.9434),89.53905175386956,"tensor(434.2741, dtype=torch.float64)"
80,80,-34987.422346943385,-34708.44568496983,-34710.098907007865,0.018412699922919273,0.45795444267674584,0.03661194959781894,0.03404391216175263,-34987.422346943385,0.45795444267674584,22.38882369366201,643.7402041247208,0.013686087913811207,tensor(5354.9434),89.63474636815444,"tensor(434.2741, dtype=torch.float64)"
81,81,-34987.42304825316,-34704.2342279307,-34705.912631630425,0.018412699922919273,0.4579534734474863,0.03659689276105344,0.03402850902147052,-34987.42304825316,0.4579534734474863,22.612711930598632,653.4575918912254,0.013664272613823414,tensor(5354.9434),88.35644254376976,"tensor(434.2741, dtype=torch.float64)"
82,82,-34987.42374337834,-34699.981155880094,-34701.68499913922,0.018412699922919273,0.45795251276538096,0.036581587201880594,0.034012853456228065,-34987.42374337834,0.45795251276538096,22.838839049904617,663.2717995206083,0.013642110861837864,tensor(5354.9434),87.89377093607439,"tensor(434.2741, dtype=torch.float64)"
83,83,-34987.42443285321,-34695.68606482834,-34697.41560826151,0.018412699922919273,0.4579515598920323,0.03656603255575922,0.03399694503611712,-34987.42443285321,0.4579515598920323,23.067227440403663,673.1837858964385,0.013619601726531982,tensor(5354.9434),87.35826901152655,"tensor(434.2741, dtype=torch.float64)"
84,84,-34987.42511699471,-34691.34854669828,-34693.10405366672,0.018412699922919273,0.45795061438945195,0.036550227680349545,0.033980782563318226,-34987.42511699471,0.45795061438945195,23.2978997148077,683.194519312591,0.01359674334526062,tensor(5354.9434),86.59993829036799,"tensor(434.2741, dtype=torch.float64)"
85,85,-34987.42579571823,-34686.968190220556,-34688.749926824064,0.018412699922919273,0.4579496763745494,0.03653417121127417,0.03396436465747986,-34987.42579571823,0.4579496763745494,23.530878711955776,693.3049775601812,0.013573533855378628,tensor(5354.9434),86.49480840271397,"tensor(434.2741, dtype=torch.float64)"
86,86,-34987.42646994731,-34682.544580883885,-34684.35281608648,0.018412699922919273,0.4579487445709594,0.03651786102146787,0.03394768905293534,-34987.42646994731,0.4579487445709594,23.766187499075333,703.5161479986193,0.013549969531595707,tensor(5354.9434),85.90283722294258,"tensor(434.2741, dtype=torch.float64)"
87,87,-34987.42713968204,-34678.07729916636,-34679.91230474425,0.018412699922919273,0.45794781897857656,0.036501295793319344,0.03393075440806835,-34987.42713968204,0.45794781897857656,24.003849374066085,713.8290276694967,0.013526048511266708,tensor(5354.9434),84.62127157414845,"tensor(434.2741, dtype=torch.float64)"
88,88,-34987.42780387605,-34673.56592210398,-34675.42797261615,0.018412699922919273,0.4579469010434876,0.03648447231294101,0.033913557563689176,-34987.42780387605,0.4579469010434876,24.243887867806748,724.2446233466206,0.013501767069101334,tensor(5354.9434),83.28490512350785,"tensor(434.2741, dtype=torch.float64)"
89,89,-34987.42846160915,-34669.01002158636,-34670.89939439767,0.018412699922919273,0.45794599203745073,0.0364673887559549,0.0338960967608198,-34987.42846160915,0.45794599203745073,24.486326746484817,734.7639516627689,0.013477123342454433,tensor(5354.9434),82.91870624531902,"tensor(434.2741, dtype=torch.float64)"
90,90,-34987.429113617356,-34664.40916746642,-34666.326142912585,0.018412699922919273,0.4579450909432613,0.0364500428917556,0.03387836964856541,-34987.429113617356,0.4579450909432613,24.731190013949664,745.3880391902159,0.01345211360603571,tensor(5354.9434),82.11336430690488,"tensor(434.2741, dtype=torch.float64)"
91,91,-34987.429759823106,-34659.76292529604,-34661.70778665603,0.018412699922919273,0.45794419786809015,0.036432432041759596,0.033860373507531544,-34987.429759823106,0.45794419786809015,24.97850191408916,756.1179225269537,0.013426734134554863,tensor(5354.9434),81.45986036369189,"tensor(434.2741, dtype=torch.float64)"
