,Opt_val,Eval_val,Loss_val,Eps,Test_val,Violations,Violation_val,Violation_train
0,-302.4194033163352,1086893.21631409,990712.8114840536,0.01,-302.4194033163352,0.6666666269302368,657.4560290777259,627.6110643523889
1,-286.08939021178435,765718.0653922412,654565.3253239878,0.08666666666666667,-286.08939021178435,0.6399999856948853,551.5392144310837,509.80520306624453
2,-269.75935820358984,510338.0443239135,402948.0767988454,0.16333333333333336,-269.75935820358984,0.6000000238418579,449.9370768954975,399.61067523513316
3,-253.42932628850127,319352.4129090267,228369.96228663163,0.24000000000000005,-253.42932628850127,0.5333333611488342,355.55606119058604,300.41256032970597
4,-237.09929434449174,187818.13041326895,117137.25136211836,0.3166666666666667,-237.09929434449174,0.4933333396911621,272.27375354387334,214.68811749282688
5,-220.76926235409732,101304.78924287784,52593.258311193764,0.39333333333333337,-220.76926235409732,0.4333333373069763,199.52970848510842,143.36028009542065
6,-204.4392303433521,46746.648498236704,19870.626697860294,0.4700000000000001,-204.4392303433521,0.3799999952316284,135.05632087369054,87.63273046873815
7,-188.10919834435035,16797.318319547863,6036.703014331526,0.5466666666666667,-188.10919834435035,0.3333333134651184,80.45102186848193,47.93921189877099
8,-171.7791663609622,4461.203511657188,1393.7204313652853,0.6233333333333334,-171.7791663609622,0.20666667819023132,41.0951629676378,23.10378137035333
9,-155.44913437812238,1072.5513838466381,181.43003231564313,0.7000000000000001,-155.44913437812238,0.14000000059604645,20.25309433067465,9.779289735697404
10,-139.11910239116096,157.29063031870157,-73.90900713964702,0.7766666666666667,-139.11910239116096,0.07333333790302277,9.070857829632942,3.484891803910591
11,-122.78907040117386,-61.27770405811079,-106.16350018141188,0.8533333333333334,-122.78907040117386,0.046666666865348816,3.3483218430854764,1.2634687202277262
12,-106.459038410507,-92.60074775403459,-102.2258922864207,0.9300000000000003,-106.459038410507,0.006666666828095913,1.0892258354786832,0.3860549971940129
13,-90.12900641906968,-84.93277042145654,-90.12900641906968,1.0066666666666668,-90.12900641906968,0.006666666828095913,0.4654602813765332,0.0
14,-73.79897442706263,-73.79897442706263,-73.79897442706263,1.0833333333333335,-73.79897442706263,0.0,0.0,0.0
15,-57.46894243474242,-57.46894243474242,-57.46894243474242,1.1600000000000001,-57.46894243474242,0.0,0.0,0.0
16,-41.13891044204964,-41.13891044204964,-41.13891044204964,1.2366666666666668,-41.13891044204964,0.0,0.0,0.0
17,-24.80887844927843,-24.80887844927843,-24.80887844927843,1.3133333333333335,-24.80887844927843,0.0,0.0,0.0
18,-8.478846456161797,-8.478846456161797,-8.478846456161797,1.3900000000000001,-8.478846456161797,0.0,0.0,0.0
19,7.851185540872507,7.851185540872507,7.851185540872507,1.4666666666666668,7.851185540872507,0.0,0.0,0.0
20,24.181217535174625,24.181217535174625,24.181217535174625,1.5433333333333334,24.181217535174625,0.0,0.0,0.0
21,40.51124952812036,40.51124952812036,40.51124952812036,1.62,40.51124952812036,0.0,0.0,0.0
22,56.84128152039233,56.84128152039233,56.84128152039233,1.6966666666666665,56.84128152039233,0.0,0.0,0.0
23,73.17131351289333,73.17131351289333,73.17131351289333,1.7733333333333332,73.17131351289333,0.0,0.0,0.0
24,89.50134550494359,89.50134550494359,89.50134550494359,1.8500000000000003,89.50134550494359,0.0,0.0,0.0
25,105.83137749702652,105.83137749702652,105.83137749702652,1.9266666666666667,105.83137749702652,0.0,0.0,0.0
26,122.16140949027547,122.16140949027547,122.16140949027547,2.0033333333333334,122.16140949027547,0.0,0.0,0.0
27,138.49144149163754,138.49144149163754,138.49144149163754,2.08,138.49144149163754,0.0,0.0,0.0
28,154.82147350467596,154.82147350467596,154.82147350467596,2.1566666666666667,154.82147350467596,0.0,0.0,0.0
29,171.15150550259807,171.15150550259807,171.15150550259807,2.2333333333333334,171.15150550259807,0.0,0.0,0.0
30,187.4815374964279,187.4815374964279,187.4815374964279,2.31,187.4815374964279,0.0,0.0,0.0
31,203.81156953142607,203.81156953142607,203.81156953142607,2.3866666666666667,203.81156953142607,0.0,0.0,0.0
32,220.14160157542105,220.14160157542105,220.14160157542105,2.4633333333333334,220.14160157542105,0.0,0.0,0.0
33,236.4716335855632,236.4716335855632,236.4716335855632,2.54,236.4716335855632,0.0,0.0,0.0
34,252.80166557946993,252.80166557946993,252.80166557946993,2.6166666666666667,252.80166557946993,0.0,0.0,0.0
35,269.1316975701288,269.1316975701288,269.1316975701288,2.6933333333333334,269.1316975701288,0.0,0.0,0.0
36,285.46172955642965,285.46172955642965,285.46172955642965,2.77,285.46172955642965,0.0,0.0,0.0
37,301.7917615401021,301.7917615401021,301.7917615401021,2.8466666666666667,301.7917615401021,0.0,0.0,0.0
38,318.12179352173445,318.12179352173445,318.12179352173445,2.9233333333333333,318.12179352173445,0.0,0.0,0.0
39,334.4518255026436,334.4518255026436,334.4518255026436,3.0,334.4518255026436,0.0,0.0,0.0
