,index,r,K,Epsilon,Opt_val,Eval_val,satisfy,solvetime,setuptime,clustertime
0,900.0,2.0,1.0,0.01,-2.0266697875399324,36.53998052889214,0.0,0.0016370296478271484,0.007969951629638672,0.005211305618286133
1,901.0,2.0,1.0,0.012067926406393288,-2.024602005673489,36.536421726227005,0.0,0.001427936553955078,0.007969951629638672,0.005211305618286133
2,902.0,2.0,1.0,0.014563484775012436,-2.022106275443807,36.532115734790196,0.0,0.001374197006225586,0.007969951629638672,0.005211305618286133
3,903.0,2.0,1.0,0.017575106248547922,-2.0190947192904285,36.526929216822914,0.0,0.0011679649353027344,0.007969951629638672,0.005211305618286133
4,904.0,2.0,1.0,0.021209508879201904,-2.0154603984479933,36.520667567102656,0.0,0.0011212348937988282,0.007969951629638672,0.005211305618286133
5,905.0,2.0,1.0,0.025595479226995354,-2.0110744167665153,36.513108299823564,0.0,0.0010713577270507813,0.007969951629638672,0.005211305618286133
6,906.0,2.0,1.0,0.030888435964774818,-2.0057814050348477,36.50398759482793,0.0,0.0010634422302246093,0.007969951629638672,0.005211305618286133
7,907.0,2.0,1.0,0.0372759372031494,-1.9993939082215573,36.493022011892315,0.0,0.0009560108184814454,0.007969951629638672,0.005211305618286133
8,908.0,2.0,1.0,0.04498432668969444,-1.9916856376316985,36.47980147537561,0.0,0.0009003639221191406,0.007969951629638672,0.005211305618286133
9,909.0,2.0,1.0,0.05428675439323859,-1.982383211541967,36.46386338962151,0.0,0.0009130001068115235,0.007969951629638672,0.005211305618286133
10,910.0,2.0,1.0,0.0655128556859551,-1.9711570729181058,36.444628373404555,0.0,0.000851583480834961,0.007969951629638672,0.005211305618286133
11,911.0,2.0,1.0,0.07906043210907697,-1.957609518801733,36.42146374168978,0.0,0.0008035182952880859,0.007969951629638672,0.005211305618286133
12,912.0,2.0,1.0,0.09540954763499938,-1.9412603967590791,36.39355437367645,0.0,0.0008210182189941406,0.007969951629638672,0.005211305618286133
13,913.0,2.0,1.0,0.1151395399326447,-1.9218013348087233,35.36934391945563,0.0,0.0008417606353759765,0.007969951629638672,0.005211305618286133
14,914.0,2.0,1.0,0.13894954943731375,-1.8988599631497025,34.31992953303104,0.0,0.0008647441864013672,0.007969951629638672,0.005211305618286133
15,915.0,2.0,1.0,0.16768329368110074,-1.8720591498789125,33.442546462902406,0.0,0.0008131980895996094,0.007969951629638672,0.005211305618286133
16,916.0,2.0,1.0,0.20235896477251564,-1.8403647973334767,32.8898582372398,0.0,0.0007904529571533203,0.007969951629638672,0.005211305618286133
17,917.0,2.0,1.0,0.24420530945486513,-1.8025755408124156,32.51550915285084,0.0,0.0007091522216796875,0.007969951629638672,0.005211305618286133
18,918.0,2.0,1.0,0.29470517025518095,-1.7573170122720505,32.24523228406364,0.0,0.0006948471069335938,0.007969951629638672,0.005211305618286133
19,919.0,2.0,1.0,0.35564803062231287,-1.7029680942912926,32.03456108911888,0.0,0.0006508350372314454,0.007969951629638672,0.005211305618286133
20,920.0,2.0,1.0,0.4291934260128777,-1.637593967751196,31.849556729955612,0.0,0.0006904125213623047,0.007969951629638672,0.005211305618286133
