,index,r,K,steps,Rnorm,Opt_val,Eval_val,Loss_val,satisfy,solvetime
0,540.0,2.0,1.0,0.0,4.47213595499958,-1.2969595146552504,28.157839592459528,27.002795953967073,0.27999999999999997,0.0525763988494873
1,541.0,2.0,1.0,1.0,4.488242139740564,-1.1845833314395453,19.640324420880855,17.95607596699014,0.24,0.04027013778686524
2,542.0,2.0,1.0,2.0,4.654620436400887,-1.7951078782305614,18.39814895016326,15.80506855593558,0.24,0.041127252578735354
3,543.0,2.0,1.0,3.0,5.072725144998165,-3.338946082767466,18.80041972828459,17.017481291070794,0.2,0.041992568969726564
4,544.0,2.0,1.0,4.0,5.6565174361073485,-4.434227403493014,20.774425179107332,19.178566463176615,0.24000000000000005,0.04289717674255371
5,545.0,2.0,1.0,5.0,6.1942586183813875,-4.714660137612405,22.246242766606937,20.434733977706035,0.2,0.04187684059143067
6,546.0,2.0,1.0,6.0,6.634410976687711,-4.3878843036690665,21.557915449172647,19.90792455541534,0.27999999999999997,0.042764139175415036
7,547.0,2.0,1.0,7.0,6.9763319707761156,-3.664801543387912,17.313967646633976,16.561765255091665,0.36,0.04280672073364258
8,548.0,2.0,1.0,8.0,7.531253147959729,-3.881705326006461,18.14989531013334,16.746215797112512,0.24,0.042874813079833984
9,549.0,2.0,1.0,9.0,8.232969562284758,-3.2088737686700846,16.871614603305822,15.202477227602184,0.2,0.04330625534057617
10,550.0,2.0,1.0,10.0,8.870978074297751,-2.562037058982319,14.62843044179947,13.557183326949502,0.4,0.04317784309387207
11,551.0,2.0,1.0,11.0,9.425306818889904,-2.1283009369700445,13.000004968282875,11.950688772313322,0.27999999999999997,0.043273115158081056
12,552.0,2.0,1.0,12.0,9.947564277543627,-1.7142300624564406,10.442092365255824,9.470269210800438,0.28,0.04363670349121094
13,553.0,2.0,1.0,13.0,10.415312016923275,-1.5481268579027592,9.12528697569294,8.354333420146828,0.4,0.04308786392211914
14,554.0,2.0,1.0,14.0,10.821495426496396,-1.591011480840049,8.01276444039419,7.485528182461647,0.48,0.0468174934387207
15,555.0,2.0,1.0,15.0,11.160531894430104,-1.4092222139165702,7.3328292203107655,6.720731371349622,0.48,0.04344086647033692
16,556.0,2.0,1.0,16.0,11.441898077709167,-1.1184821021982123,6.414256901639431,5.808027242192358,0.4,0.04340815544128418
17,557.0,2.0,1.0,17.0,11.670265252231099,-0.8181324544717153,5.043543403390246,4.635049370879258,0.4,0.04375853538513184
18,558.0,2.0,1.0,18.0,11.853978535619927,-0.569394719857551,4.18637800307136,3.8687740809104283,0.48,0.04400029182434082
19,559.0,2.0,1.0,19.0,12.008220285852497,-0.5245677028168141,2.6272622713922393,2.326927736677608,0.52,0.04396014213562012
20,560.0,2.0,1.0,20.0,12.136640861447669,-0.44506192274602263,1.9170714905864112,1.7376570888259202,0.56,0.044087696075439456
21,561.0,2.0,1.0,21.0,12.244257398531413,-0.36944502553102154,1.384190036910747,1.2537909223821806,0.52,0.044393157958984374
22,562.0,2.0,1.0,22.0,12.333329416196671,-0.2578460241603565,1.1972394854018742,1.1554874846211756,0.48,0.044050407409667966
23,563.0,2.0,1.0,23.0,12.408578652427364,-0.29173561825382793,0.9775653930777117,0.9397491334207189,0.5199999999999999,0.0441500186920166
24,564.0,2.0,1.0,24.0,12.470451720858524,-0.21772632419845203,0.8273098936580233,0.8326237999998416,0.56,0.04429817199707031
