,index,r,K,steps,Epsilon,Opt_val,Eval_val,Loss_val,satisfy,solvetime,grad
0,540.0,2.0,1.0,0.0,5.623413251903491,0.6500264102219384,4.719377953063848,4.39070861980401,0.32,0.06670665740966797,"tensor(0., dtype=torch.float64)"
1,541.0,2.0,1.0,1.0,7.421462331102411,1.0911560536232379,3.7473395067850235,3.519164204081804,0.4,0.03391122817993164,"tensor(0., dtype=torch.float64)"
2,542.0,2.0,1.0,2.0,10.761612864053552,1.8730888168546307,3.1698796112064604,3.025684639836464,0.36,0.03467879295349121,"tensor(0., dtype=torch.float64)"
3,543.0,2.0,1.0,3.0,14.711640700761837,2.7764823953137405,3.2877738891680948,3.233969727307837,0.31999999999999995,0.03621554374694824,"tensor(0., dtype=torch.float64)"
4,544.0,2.0,1.0,4.0,16.771320977456515,3.243557986353185,3.531638907270873,3.5081699210192148,0.36,0.03539319038391113,"tensor(0., dtype=torch.float64)"
5,545.0,2.0,1.0,5.0,15.57315738795268,2.971404936899795,3.370217922681975,3.323991958613321,0.36,0.036503028869628903,"tensor(0., dtype=torch.float64)"
6,546.0,2.0,1.0,6.0,12.752853011338399,2.328654819305372,3.153693017966666,3.0481865531162624,0.44000000000000006,0.03505992889404297,"tensor(0., dtype=torch.float64)"
7,547.0,2.0,1.0,7.0,10.37808940713778,1.7823615657184504,3.203172555336039,3.0338330932090516,0.4,0.034370040893554686,"tensor(0., dtype=torch.float64)"
8,548.0,2.0,1.0,8.0,9.153939758887338,1.4978252289296852,3.342246438411357,3.147813027079534,0.4,0.034862852096557616,"tensor(0., dtype=torch.float64)"
9,549.0,2.0,1.0,9.0,9.013007226689755,1.465170193684391,3.357688801692924,3.1610077030649024,0.4,0.03385505676269531,"tensor(0., dtype=torch.float64)"
10,550.0,2.0,1.0,10.0,9.764927533083938,1.6407290757006963,3.248295819594515,3.067506976021703,0.4,0.03386044502258301,"tensor(0., dtype=torch.float64)"
11,551.0,2.0,1.0,11.0,11.062319821400731,1.9409450056105435,3.1542206465682185,3.008570347939927,0.36,0.035480690002441403,"tensor(0., dtype=torch.float64)"
12,552.0,2.0,1.0,12.0,12.319907832507294,2.2299376337858,3.139753278630007,3.0295122633524527,0.36,0.03716888427734375,"tensor(0., dtype=torch.float64)"
13,553.0,2.0,1.0,13.0,12.976905145485537,2.3803700890717834,3.153415437211133,3.0604992531270123,0.4,0.034746980667114256,"tensor(0., dtype=torch.float64)"
14,554.0,2.0,1.0,14.0,12.755950831909628,2.329883980461358,3.142623775222119,3.0422396297980847,0.36,0.03423848152160645,"tensor(0., dtype=torch.float64)"
15,555.0,2.0,1.0,15.0,12.035615947199002,2.164729294944461,3.1331545834492944,3.014399722066837,0.36,0.03496088981628418,"tensor(0., dtype=torch.float64)"
16,556.0,2.0,1.0,16.0,11.235056170120297,1.9804608709608407,3.149028093616132,3.007041279144466,0.36,0.034406423568725586,"tensor(0., dtype=torch.float64)"
17,557.0,2.0,1.0,17.0,10.684818473884581,1.8534675662385514,3.174518106801463,3.0158777700067825,0.4,0.03425021171569824,"tensor(0., dtype=torch.float64)"
18,558.0,2.0,1.0,18.0,10.500880275590536,1.8110814896791414,3.1826136056009497,3.018181245509324,0.4,0.0344696044921875,"tensor(0., dtype=torch.float64)"
19,559.0,2.0,1.0,19.0,10.67767922319267,1.8521024901241323,3.169270093731268,3.0102030611626773,0.36,0.03431887626647949,"tensor(0., dtype=torch.float64)"
20,560.0,2.0,1.0,20.0,11.066663481831917,1.94189126610291,3.1514169972937487,3.0038140240766458,0.36,0.03449206352233887,"tensor(0., dtype=torch.float64)"
21,561.0,2.0,1.0,21.0,11.48406386539248,2.0379963547991875,3.1383366797621353,3.0040041628272567,0.36,0.03466577529907226,"tensor(0., dtype=torch.float64)"
22,562.0,2.0,1.0,22.0,11.766769489898797,2.1029077081843264,3.131775428421141,3.0052549547399137,0.4,0.03417501449584961,"tensor(0., dtype=torch.float64)"
23,563.0,2.0,1.0,23.0,11.808613486057649,2.112370051239073,3.1304984106543765,3.0046175385506646,0.36,0.03393068313598633,"tensor(0., dtype=torch.float64)"
24,564.0,2.0,1.0,24.0,11.637711966250786,2.0729060681879448,3.1344551517118653,3.003195931224022,0.36,0.034163618087768556,"tensor(0., dtype=torch.float64)"
25,565.0,2.0,1.0,25.0,11.395971095099702,2.017328808812242,3.139801115342909,3.0017153120498294,0.36,0.034064531326293945,"tensor(0., dtype=torch.float64)"
26,566.0,2.0,1.0,26.0,11.186311723748506,1.9693178668506501,3.1446217240563823,3.0012399685178393,0.36,0.0339777946472168,"tensor(0., dtype=torch.float64)"
27,567.0,2.0,1.0,27.0,11.09538335884788,1.948628941415116,3.1467324005852886,3.001107357935358,0.4,0.03420500755310059,"tensor(0., dtype=torch.float64)"
28,568.0,2.0,1.0,28.0,11.146695791926382,1.9605675640568674,3.145220776144569,3.0009379813222097,0.36,0.036496448516845706,"tensor(0., dtype=torch.float64)"
29,569.0,2.0,1.0,29.0,11.22421889855986,1.9783283936931766,3.1432531083479547,3.0007620558419617,0.36,0.035063648223876955,"tensor(0., dtype=torch.float64)"
