,steps,Opt_val,Eval_val,Loss_val,Rnorm
0,0,0.5101291350879584,0.5101291350879584,0.5101291350879584,0.2
1,1,0.3264401350391239,0.3264401350391239,0.3264401350391239,0.3224677
2,2,0.23819578353874113,0.23819578353874113,0.23819578353874113,0.4659933
3,3,0.19675766014623555,0.19675766014623555,0.19675766014623555,0.6013071
4,4,0.1752318274227132,0.1752318274227132,0.1752318274227132,0.7208545
5,5,0.16313073814998746,0.16313073814998746,0.16313073814998746,0.82358253
6,6,0.15593411593650564,0.15593411593650564,0.15593411593650564,0.91060436
7,7,0.15147455385010303,0.15147455385010303,0.15147455385010303,0.98371965
8,8,0.14862289165650366,0.14862289165650366,0.14862289165650366,1.0448467
9,9,0.1467529788295015,0.1467529788295015,0.1467529788295015,1.0957963
10,10,0.14550076880308532,0.14550076880308532,0.14550076880308532,1.1381881
11,11,0.1446467050413261,0.1446467050413261,0.1446467050413261,1.1734291
12,12,0.1440544793048051,0.1440544793048051,0.1440544793048051,1.2027212
13,13,0.14363745663595925,0.14363745663595925,0.14363745663595925,1.2270796
14,14,0.14333948834828614,0.14333948834828614,0.14333948834828614,1.2473551
15,15,0.14312356418310607,0.14312356418310607,0.14312356418310607,1.2642572
16,16,0.14296492665496405,0.14296492665496405,0.14296492665496405,1.2783753
17,17,0.14284679249103654,0.14284679249103654,0.14284679249103654,1.2901974
18,18,0.1427576407385787,0.1427576407385787,0.1427576407385787,1.3001269
19,19,0.142689470002429,0.142689470002429,0.142689470002429,1.3084967
20,20,0.1426366608460647,0.1426366608460647,0.1426366608460647,1.315581
21,21,0.14259522241292794,0.14259522241292794,0.14259522241292794,1.3216054
22,22,0.1425622905846926,0.1425622905846926,0.1425622905846926,1.3267559
23,23,0.14253578908796227,0.14253578908796227,0.14253578908796227,1.3311849
24,24,0.14251419696604362,0.14251419696604362,0.14251419696604362,1.3350178
25,25,0.1424963893968318,0.1424963893968318,0.1424963893968318,1.3383577
26,26,0.14248152579468723,0.14248152579468723,0.14248152579468723,1.3412893
27,27,0.1424689741259582,0.1424689741259582,0.1424689741259582,1.343882
28,28,0.14245825365375017,0.14245825365375017,0.14245825365375017,1.3461928
29,29,0.1424489964821031,0.1424489964821031,0.1424489964821031,1.3482687
30,30,0.14244091868009154,0.14244091868009154,0.14244091868009154,1.3501482
31,31,0.14243379983250035,0.14243379983250035,0.14243379983250035,1.3518628
32,32,0.1424274669654745,0.1424274669654745,0.1424274669654745,1.3534386
33,33,0.14242178445873727,0.14242178445873727,0.14242178445873727,1.354897
34,34,0.142416644586984,0.142416644586984,0.142416644586984,1.3562557
35,35,0.142411961933009,0.142411961933009,0.142411961933009,1.3575289
36,36,0.1424076675136835,0.1424076675136835,0.1424076675136835,1.3587289
37,37,0.1424037059106263,0.1424037059106263,0.1424037059106263,1.3598654
38,38,0.14240003245287197,0.14240003245287197,0.14240003245287197,1.3609467
39,39,0.142396610428314,0.142396610428314,0.142396610428314,1.3619794
40,40,0.14239340983382584,0.14239340983382584,0.14239340983382584,1.3629692
41,41,0.14239040592155258,0.14239040592155258,0.14239040592155258,1.3639207
42,42,0.1423875779357237,0.1423875779357237,0.1423875779357237,1.3648379
43,43,0.14238490836572412,0.14238490836572412,0.14238490836572412,1.3657241
44,44,0.14238238298358505,0.14238238298358505,0.14238238298358505,1.3665819
45,45,0.14237998950976694,0.14237998950976694,0.14237998950976694,1.3674136
46,46,0.14237771710786376,0.14237771710786376,0.14237771710786376,1.3682213
47,47,0.14237555658748913,0.14237555658748913,0.14237555658748913,1.3690065
48,48,0.14237349994028717,0.14237349994028717,0.14237349994028717,1.3697708
49,49,0.14237154023971976,0.14237154023971976,0.14237154023971976,1.3705152
50,50,0.1423696712480365,0.1423696712480365,0.1423696712480365,1.371241
51,51,0.14236788736061318,0.14236788736061318,0.14236788736061318,1.371949
52,52,0.14236618384927946,0.14236618384927946,0.14236618384927946,1.3726399
53,53,0.14236455593246722,0.14236455593246722,0.14236455593246722,1.3733146
54,54,0.14236299963054375,0.14236299963054375,0.14236299963054375,1.3739737
55,55,0.14236151115028117,0.14236151115028117,0.14236151115028117,1.3746178
56,56,0.14236008714372222,0.14236008714372222,0.14236008714372222,1.3752474
57,57,0.1423587241501991,0.1423587241501991,0.1423587241501991,1.375863
58,58,0.14235741938481963,0.14235741938481963,0.14235741938481963,1.376465
59,59,0.14235617017722416,0.14235617017722416,0.14235617017722416,1.3770537
60,60,0.14235497372243316,0.14235497372243316,0.14235497372243316,1.3776298
61,61,0.14235382781391132,0.14235382781391132,0.14235382781391132,1.3781933
62,62,0.14235272987290182,0.14235272987290182,0.14235272987290182,1.3787447
63,63,0.14235167789187708,0.14235167789187708,0.14235167789187708,1.3792844
64,64,0.1423506699374934,0.1423506699374934,0.1423506699374934,1.3798125
65,65,0.14234970392867455,0.14234970392867455,0.14234970392867455,1.3803294
66,66,0.14234877787301495,0.14234877787301495,0.14234877787301495,1.3808354
67,67,0.1423478902862045,0.1423478902862045,0.1423478902862045,1.3813307
68,68,0.1423470393170062,0.1423470393170062,0.1423470393170062,1.3818157
69,69,0.14234622339707267,0.14234622339707267,0.14234622339707267,1.3822905
70,70,0.14234544121700302,0.14234544121700302,0.14234544121700302,1.3827553
71,71,0.14234469112052495,0.14234469112052495,0.14234469112052495,1.3832104
72,72,0.14234397190490752,0.14234397190490752,0.14234397190490752,1.383656
73,73,0.14234328203338883,0.14234328203338883,0.14234328203338883,1.3840925
74,74,0.14234262040295909,0.14234262040295909,0.14234262040295909,1.3845198
75,75,0.14234198594639297,0.14234198594639297,0.14234198594639297,1.3849382
76,76,0.14234137728090082,0.14234137728090082,0.14234137728090082,1.3853481
77,77,0.142340793601208,0.142340793601208,0.142340793601208,1.3857493
78,78,0.1423402336157884,0.1423402336157884,0.1423402336157884,1.3861424
79,79,0.14233969642163435,0.14233969642163435,0.14233969642163435,1.3865273
80,80,0.14233918114567404,0.14233918114567404,0.14233918114567404,1.3869042
81,81,0.14233868678598305,0.14233868678598305,0.14233868678598305,1.3872734
