,steps,Opt_val,Eval_val,Loss_val,Rnorm
82,82,0.1423382123818698,0.1423382123818698,0.1423382123818698,1.3876351
83,83,0.14233775731558615,0.14233775731558615,0.14233775731558615,1.3879893
84,84,0.14233732053748965,0.14233732053748965,0.14233732053748965,1.3883363
85,85,0.14233690148420147,0.14233690148420147,0.14233690148420147,1.3886762
86,86,0.14233649931961503,0.14233649931961503,0.14233649931961503,1.3890091
87,87,0.14233611352227576,0.14233611352227576,0.14233611352227576,1.3893352
88,88,0.14233574317184255,0.14233574317184255,0.14233574317184255,1.3896546
89,89,0.1423353877946661,0.1423353877946661,0.1423353877946661,1.3899676
90,90,0.14233504679607029,0.14233504679607029,0.14233504679607029,1.390274
91,91,0.14233471947362406,0.14233471947362406,0.14233471947362406,1.3905743
92,92,0.14233440528156402,0.14233440528156402,0.14233440528156402,1.3908685
93,93,0.14233410381688685,0.14233410381688685,0.14233410381688685,1.3911567
94,94,0.14233381444342175,0.14233381444342175,0.14233381444342175,1.391439
95,95,0.14233353667177198,0.14233353667177198,0.14233353667177198,1.3917155
96,96,0.14233327003015528,0.14233327003015528,0.14233327003015528,1.3919865
97,97,0.1423330140638647,0.1423330140638647,0.1423330140638647,1.392252
98,98,0.14233276833466987,0.14233276833466987,0.14233276833466987,1.3925121
99,99,0.14233253242012434,0.14233253242012434,0.14233253242012434,1.392767
