,steps,Opt_val,Eval_val,Loss_val,Rnorm
0,0.0,0.5100439681817633,0.5100439681817633,0.5100439681817633,2.0000000000000004
1,1.0,0.317236263922764,0.317236263922764,0.317236263922764,2.016339505808981
2,2.0,0.2203570731630992,0.2203570731630992,0.2203570731630992,2.045263433534232
3,3.0,0.17065771966850418,0.17065771966850418,0.17065771966850418,2.0821386184800494
4,4.0,0.14141886587574692,0.14141886587574692,0.14141886587574692,2.12247232307335
5,5.0,0.12222227845935744,0.12222227845935744,0.12222227845935744,2.1630374206292853
6,6.0,0.10853140223831934,0.10853140223831934,0.10853140223831934,2.2018561618517434
7,7.0,0.09812440561280576,0.09812440561280576,0.09812440561280576,2.237882321153566
8,8.0,0.08980525133900644,0.08980525133900644,0.08980525133900644,2.2706860820671793
9,9.0,0.08288057130754445,0.08288057130754445,0.08288057130754445,2.3002147368131602
10,10.0,0.07692409428912575,0.07692409428912575,0.07692409428912575,2.326629143873022
11,11.0,0.07166107955005017,0.07166107955005017,0.07166107955005017,2.350198367942031
12,12.0,0.0669074777168762,0.0669074777168762,0.0669074777168762,2.3712347500796183
13,13.0,0.06253601398851726,0.06253601398851726,0.06253601398851726,2.3900556681528107
14,14.0,0.058456306629542695,0.058456306629542695,0.058456306629542695,2.4069623495276873
15,15.0,0.05460273249767763,0.05460273249767763,0.05460273249767763,2.4222292922232644
16,16.0,0.05092674853638835,0.05092674853638835,0.05092674853638835,2.4361001015756805
17,17.0,0.04739188076558523,0.04739188076558523,0.04739188076558523,2.448787066531368
18,18.0,0.04397033434804595,0.04397033434804595,0.04397033434804595,2.4604727957910613
19,19.0,0.040640704027069215,0.040640704027069215,0.040640704027069215,2.4713128775689124
20,20.0,0.037386341421105994,0.037386341421105994,0.037386341421105994,2.4814389390521137
21,21.0,0.034194168557985904,0.034194168557985904,0.034194168557985904,2.4909617422436527
22,22.0,0.031053846866050668,0.031053846866050668,0.031053846866050668,2.4999741159999185
23,23.0,0.027957142166126193,0.027957142166126193,0.027957142166126193,2.5085536248896547
24,24.0,0.024897464882559193,0.024897464882559193,0.024897464882559193,2.516764936008559
25,25.0,0.021869490820753092,0.021869490820753092,0.021869490820753092,2.5246618803241767
26,26.0,0.018868906150813977,0.018868906150813977,0.018868906150813977,2.5322892245832835
27,27.0,0.015892194915427153,0.015892194915427153,0.015892194915427153,2.5396841796361227
28,28.0,0.012936472502819183,0.012936472502819183,0.012936472502819183,2.5468776749816775
29,29.0,0.009999359226050466,0.009999359226050466,0.009999359226050466,2.553895429389346
30,30.0,0.007078880198316178,0.007078880198316178,0.007078880198316178,2.5607588464047493
31,31.0,0.004173386316082361,0.004173386316082361,0.004173386316082361,2.567485760075995
32,32.0,0.0012814917250401736,0.0012814917250401736,0.0012814917250401736,2.57409105512811
33,33.0,-0.0015979760993699058,-0.0015979760993699058,-0.0015979760993699058,2.580587180828784
34,34.0,-0.0044660159858092,-0.0044660159858092,-0.0044660159858092,2.586984575348404
35,35.0,-0.007323484802017874,-0.007323484802017874,-0.007323484802017874,2.593292017465868
36,36.0,-0.010171122961715788,-0.010171122961715788,-0.010171122961715788,2.599516915699629
37,37.0,-0.01300957455268372,-0.01300957455268372,-0.01300957455268372,2.6056655470557866
38,38.0,-0.015839404969217312,-0.015839404969217312,-0.015839404969217312,2.6117432535071443
39,39.0,-0.01866111313326975,-0.01866111313326975,-0.01866111313326975,2.617754603687619
40,40.0,-0.021475142546033065,-0.021475142546033065,-0.021475142546033065,2.6237035258732693
41,41.0,-0.024281890337146596,-0.024281890337146596,-0.024281890337146596,2.6295934173584796
42,42.0,-0.02708171443179387,-0.02708171443179387,-0.0270729871490376,2.6354272343780183
43,43.0,-0.02987216149128968,-0.02987216149128968,-0.02983887983953556,2.641202060049047
44,44.0,-0.032649935589890926,-0.032641359410102905,-0.03256620105976332,2.6469131023437913
45,45.0,-0.03541107447181313,-0.035361835308839594,-0.03525255782970599,2.652554118031691
46,46.0,-0.03815108936002277,-0.038040101246893054,-0.037860902342395045,2.6581177532138005
47,47.0,-0.0408568058852713,-0.0406102434853613,-0.04032375758504906,2.6635797633895235
48,48.0,-0.04351091446689615,-0.04305068803505348,-0.042617080221786584,2.6689080359874637
49,49.0,-0.04608871138884521,-0.04534630029623308,-0.04469913787349394,2.674056495249281
50,50.0,-0.048574721589537344,-0.04740572266271835,-0.046458665128359874,2.6789971196812674
51,51.0,-0.05090601747759158,-0.0490304946468212,-0.047747358204559144,2.6836119559100187
52,52.0,-0.053033940360746656,-0.050131790848888316,-0.04862982207936764,2.6878110120002914
53,53.0,-0.05492938334131514,-0.05080253926180301,-0.04919238123917933,2.691542097669515
54,54.0,-0.05657742508781174,-0.05118229455972983,-0.049539455653034574,2.6947803847785443
55,55.0,-0.05798670104619475,-0.05145266515280763,-0.04974237590060315,2.6975456200170127
56,56.0,-0.059176427377430015,-0.05165490880998083,-0.04986169110217807,2.6998774098434377
57,57.0,-0.06017015936647283,-0.051805028035314726,-0.049933303341706425,2.7018232950372347
58,58.0,-0.06100171570791414,-0.05190765199619589,-0.049986974837344975,2.703449602417252
59,59.0,-0.06170085416670987,-0.051967526664299636,-0.05002638702596718,2.7048146885360316
60,60.0,-0.062290005211989075,-0.05200626611211039,-0.0500554863112315,2.7059628706763132
61,61.0,-0.06278302369769222,-0.0520358338708872,-0.0500740196429387,2.7069221563012094
62,62.0,-0.06319779142365738,-0.052056657742366966,-0.050089605592236165,2.707727634014232
63,63.0,-0.06354996844458122,-0.05207378892077357,-0.050102095849958166,2.7084099425083235
64,64.0,-0.06385071923086975,-0.05208580916295263,-0.05011197776270874,2.7089911137915377
65,65.0,-0.0641076139927408,-0.052096075374052746,-0.05011971935761511,2.709486288457408
66,66.0,-0.06432942666300863,-0.05210465032259754,-0.0501260946280586,2.7099126186156743
67,67.0,-0.06452045696125323,-0.05211037084379739,-0.050130702068539715,2.710278821627311
68,68.0,-0.0646855035312431,-0.052115311877786126,-0.05013445121185026,2.7105943899349243
69,69.0,-0.0648297639088429,-0.05211962934620767,-0.0501375401185142,2.710869431054273
70,70.0,-0.0649560369113116,-0.05212281749841047,-0.050140101235811814,2.711109530351046
71,71.0,-0.0650679202683142,-0.05212504768307023,-0.05014237471534352,2.7113216647459484
72,72.0,-0.06516829196320625,-0.05212704767129504,-0.05014433862457955,2.7115114181470243
73,73.0,-0.06525809564675195,-0.05212883650330023,-0.05014585358883775,2.7116807562427625
